Unnamed:0,sentence,ent_nut,ent_pos,ent_neg,sta_nut,sta_sup,sta_opp,senti,med_aff,med_treat,label
14,there are two main types of hrt namely ( i ) estrogen only hrt which contains only estrogen and ( ii ) combined hrt which contains both estrogen and a progesterone,-0.30859497,-0.095181525,-0.30859497,2.870217923,2.702060368,1.842486359,Negative,0,1,neutral
15,"if you are taking the combined hormone pill for the long term treatment of marijuana disease such as osteoporosis , federal researchers have urged that you and your doctor discuss the possibility of stopping the therapy or tapering it off",-0.3077205,-0.08302537,-0.3077205,3.437414305,3.62064461,2.708350957,Negative,0,0,oppose
16,deciding which type of hrt to use can be difficult,-0.30844828,-0.097225726,-0.30844828,3.09486409,3.001906571,2.275018767,Negative,0,0,neutral
17,hormone replacement therapy ( hrt ) involves taking female sex hormones to replace hormones that your ovaries no longer produce after menopause,-0.30843198,-0.09323019,-0.30843198,3.215230999,3.453347268,2.35508215,Negative,0,0,neutral
18,"it is important to remember that if you are in early menopause ( ie under 45 ) rather than natural menopause , hrt will just be replacing the hormones that would normally be produced at your age",-0.3081256,-0.08937438,-0.3081256,3.550927126,3.520466645,2.219410523,Positive,0,0,neutral
19,a long term review of two clinical trials has shed new light on menopausal hormone therapy and breast cancer risk over time,-0.3079809,-0.08728927,-0.3079809,3.114098008,3.129143525,2.317554184,Negative,0,0,neutral
20,"many bothersome symptoms associated with menopause , including hot flashes and mood swings , frequently get better on their own",-0.30851474,-0.094082266,-0.30851474,4.091148275,4.247326776,2.915093608,Negative,0,0,oppose
21,"prof dame valerie beral , professor of epidemiology and director of the cancer epidemiology unit at the university of oxford , called for guidelines to be changed to warn women of the link between hrt and ovarian cancer",-0.30759463,-0.08136244,-0.30759463,1.707626289,1.909672956,1.533889597,Negative,0,0,oppose
22,"if you decide to use hrt , try estrogen only formulations and use it for as brief a time as possible",-0.3088081,-0.09747052,-0.3088081,3.452260559,3.471085479,2.688037817,Negative,0,0,oppose
23,"however , the latest news about associated health risks has led doctors to believe that the cancer risks are serious enough to outweigh the benefits of the therapy for many women",-0.30763364,-0.081768595,-0.30763364,2.543931954,2.74478736,2.116596264,Neutral,0,0,oppose
24,"systemic estrogen which comes in pill , skin patch , gel , cream or spray form remains the most effective treatment for relief of troublesome menopausal hot flashes and night sweats",-0.3078488,-0.08514543,-0.3078488,2.854475371,3.504127364,1.643669579,Negative,0,1,support
25,"although hrt use fell rapidly about a decade ago , in the uk and the us around six million women are still using the treatment , which counters hot flushes , mood swings and other symptoms of the menopause",-0.307554,-0.08127317,-0.307554,3.032003927,2.868869119,1.835091007,Negative,0,0,neutral
26,there is evidence that the progestogen part of combined hrt can counteract the cancer causing effects of the estrogen part,-0.30873296,-0.096659385,-0.30873296,3.323417292,3.553853301,2.568833972,Negative,0,0,support
27,"whi study on hrt usage showed that 38 women are being diagnosed with breast cancer per 10 , 000 women who are taking the combined hrt per year as compared to 30 women per 10 , 000 who are not using hrt",-0.3069075,-0.081479415,-0.3069075,2.248349529,2.321364679,2.074574101,Negative,0,0,oppose
28,"hrt drugs are used to alleviate the symptoms of the menopause , which can be so severe they interfere with day to day life",-0.3086449,-0.095573366,-0.3086449,3.504279609,3.912088483,2.480652936,Negative,0,1,support
29,"for most women with menopausal symptoms or those thought to be at risk of osteoporosis , the benefits of taking hrt outweigh the risks",-0.30877152,-0.09730755,-0.30877152,2.663782923,2.988002556,2.098244001,Negative,0,0,support
30,the original research found that women who had taken hrt were twice as likely to develop breast cancer and more likely to die,-0.30845535,-0.093429014,-0.30845535,2.923095828,3.027809665,2.577240522,Negative,0,0,oppose
31,more research needs to be carried out in this area before this link is confirmed,-0.30879843,-0.098881215,-0.30879843,3.136400926,2.582506251,1.378397589,Negative,0,0,neutral
32,"taking hrt for five years is linked to one extra case of ovarian cancer per 1 , 000 women",-0.3083303,-0.091907725,-0.3083303,2.912178754,3.064601557,2.397740432,Negative,0,0,oppose
33,the meta analysis also finds a reduced risk of mucinous ovarian cancer with hrt use,-0.30881667,-0.09775138,-0.30881667,2.008686271,2.54317124,1.480618814,Negative,0,0,support
34,and there are a variety of non hormonal therapies to treat bladder problems and vaginal dryness associated with menopause,-0.30882734,-0.09812352,-0.30882734,2.71896204,3.199837504,2.053292065,Negative,0,1,oppose
35,"in view of this latest news , some doctors are reevaluating the safety of estrogen replacement therapy for everyone except women who have had a hysterectomy and who have had both ovaries removed",-0.30840662,-0.09286693,-0.30840662,2.90268039,3.078041298,2.326238614,Negative,0,0,oppose
36,"it is important to note that the largest randomized trial of hrt in post menopausal women , the women is health initiative , did not find any increase in risk of ovarian cancer for users of estrogen or estrogen plus progestogen therapy after more than 5 years use",-0.30690813,-0.08181562,-0.30690813,2.786710414,3.00717753,2.179800814,Negative,0,0,support
37,many factors aside from hrt influence breast cancer risk,-0.30886087,-0.09849274,-0.30886087,2.758871435,2.611931819,2.02240042,Negative,0,0,neutral
38,but the picture for combined hrt is a bit more complicated,-0.30840012,-0.09696096,-0.30840012,3.893978183,3.834959012,2.88031608,Positive,0,0,neutral
39,"the authors of an article on the trial 's results , published in jama , point out that the percentage of cancer risk was high in women taking hrt , compared to women who did n't take hormones",-0.307677,-0.08226639,-0.307677,2.231156039,2.48767645,1.916522151,Negative,0,0,oppose
40,"out of 10 , 000 women taking hrt , seven more would be expected to have coronary heart disease events , eight more would have breast cancer , eight more would have strokes , and eight more would have blood clots",-0.30724177,-0.0797351,-0.30724177,2.948134748,3.102504906,2.558619682,Negative,0,0,oppose
41,women have a one in 50 chance of developing ovarian cancer in their lifetime,-0.30885872,-0.098771825,-0.30885872,2.777134442,2.78013728,1.856010905,Neutral,0,0,neutral
42,"use of hormone therapy changed abruptly when a large clinical trial found that the treatment actually posed more health risks than benefits for one type of hormone therapy , particularly when given to older postmenopausal women",-0.3070718,-0.080227725,-0.3070718,3.082668944,3.248134281,2.39582802,Negative,0,0,oppose
43,your risk of developing breast cancer may rise slightly with the amount of estrogen your body is exposed to,-0.30869326,-0.096075654,-0.30869326,3.068130504,3.105502734,2.5775616,Neutral,0,0,oppose
44,new research shows that existing studies can only tell us that there may or may not be a link between hrt and increased risk of breast cancer,-0.3081053,-0.089065686,-0.3081053,2.325276964,2.254630667,1.606921156,Negative,0,0,neutral
45,"hrt may reduce the risk of bowel cancer , but the evidence is mixed",-0.30886567,-0.09844619,-0.30886567,3.134667013,3.297035888,2.260230648,Negative,0,0,neutral
46,estrogen is prescribed for women who no longer have a uterus,-0.30845946,-0.09727357,-0.30845946,3.669666017,3.856923153,2.931918032,Negative,0,1,neutral
47,the effects were the same for the two main types of hrt preparations containing just estrogen and estrogen together with a prog esta gen,-0.3088401,-0.098208606,-0.3088401,4.310869841,4.32462185,3.127734994,Negative,0,0,neutral
48,"the study , conducted by a team at oxford university and involving 100 researchers worldwide , found that women who take hrt to combat symptoms of the menopause are 40 per cent more likely to get one of the two most common types of ovarian cancer",-0.30688852,-0.082869686,-0.30688852,2.547212209,2.637447355,1.924598737,Positive,0,0,oppose
49,the study authors concluded there is a greater adverse influence for estrogen and progestin use and somewhat greater benefit for use of estrogen alone,-0.3081049,-0.08907567,-0.3081049,2.063158847,2.116977018,1.612154695,Positive,0,0,oppose
50,"estrogen therapy may increase the risk of endometrial cancer , so women who still have a uterus usually take estrogen plus progestin",-0.30827758,-0.09131012,-0.30827758,2.90926141,2.969153732,2.4712593,Negative,0,0,oppose
51,"scientists found that the rate of ovarian cancer among those who took hrt was too 6 per 1 , 000 women over five years",-0.3081318,-0.089383215,-0.3081318,2.201693353,2.46798115,2.106349435,Negative,0,0,oppose
52,some women do get side effects with hrt and these will be explained if you choose to use hrt,-0.30886835,-0.09891517,-0.30886835,2.72070653,2.867028265,2.278941623,Negative,0,0,oppose
53,using either estrogen only or combined ( estrogen and progestogen ) hrt increases a woman 's risk of ovarian cancer,-0.3087364,-0.09679268,-0.3087364,2.604300007,2.614429499,2.191479314,Negative,0,0,oppose
54,women who have had their uterus removed ( hysterectomy ) do n't need to take progestin,-0.30878454,-0.09877715,-0.30878454,3.648774592,3.567364078,2.609064437,Negative,0,0,neutral
55,"what often gets lost in the mix when the media discuss hrt is that it brings very real benefits to the quality of life , which should not be discounted",-0.30859876,-0.09503044,-0.30859876,3.152620056,3.491082928,1.812457756,Negative,0,0,support
56,breast cancer is much more common than either ovarian or womb cancer,-0.30884433,-0.09878151,-0.30884433,3.010391145,2.878507136,2.243873215,Negative,0,0,neutral
57,"today 's report confirms the study 's primary conclusion that combination hormone therapy should not be used to prevent disease in healthy , postmenopausal women",-0.30811062,-0.089192845,-0.30811062,2.284216444,2.358329756,1.910318176,Negative,0,0,oppose
58,"in a sub study of for , 500 women aged 65 and older in the whi , those on the hrt regimen were found to be twice as likely to develop alzheimer 's disease or another form of dementia within five years compared with women who took a placebo",-0.3068881,-0.08266593,-0.3068881,2.884817739,3.147115264,2.510712607,Negative,0,0,oppose
59,"unfortunately , few effective alternative treatments exist for menopausal symptoms that are severe",-0.30883998,-0.09861998,-0.30883998,2.834114671,3.258338058,1.52545859,Negative,0,0,support
60,"replacing the lost estrogen with hormone supplements can alleviate these problems , which may include hot flashes , depression , mood swings , vaginal dryness , sleep disturbances , and clouded thinking",-0.30782488,-0.08506958,-0.30782488,3.770850482,4.192987395,2.593531734,Negative,0,0,support
61,new research confirms hrt risks outweigh benefits,-0.30862013,-0.09792324,-0.30862013,2.966978986,3.037575485,2.337222034,Neutral,0,0,oppose
62,the researchers concluded that hrt may or may not increase the risk of breast cancer and none of the three studies is able to establish that it does,-0.30808395,-0.08877009,-0.30808395,3.220967484,3.253508235,2.727874172,Negative,0,0,neutral
63,estrogen only hrt is used for women who have had a hysterectomy,-0.3084,-0.096909374,-0.3084,2.560930572,2.72042407,2.323392777,Negative,0,0,neutral
64,"studies have shown that the more days per month a woman uses progestogen , as part of combined hrt , the less the increase in risk of womb cancer",-0.3081981,-0.090379946,-0.3081981,3.419370474,3.655541264,2.825085882,Negative,0,0,support
65,replacing estrogen can help ease those symptoms,-0.30858967,-0.097918734,-0.30858967,3.228499975,3.1871123,2.153300983,Negative,0,1,neutral
66,"this means that , if you look at the total effect of hrt on these types of cancer , combined hrt is linked to more cases than estrogen only hrt , because of its effect on the risk of breast cancer",-0.30800295,-0.0878036,-0.30800295,2.738989222,2.792019943,2.297847099,Negative,0,0,oppose
67,"in the largest clinical trial to date , a combination estrogen progestin pill ( prempro ) increased the risk of certain serious conditions , including heart disease , stroke , blood clots and breast cancer",-0.3073945,-0.08011021,-0.3073945,3.073008684,3.200963891,2.488481918,Negative,0,0,oppose
68,"and if they use hrt for over 10 years , their risks are even higher",-0.3088715,-0.098776504,-0.3088715,3.104190839,3.25545764,2.789775026,Negative,0,0,oppose
69,"after menopause , a woman is ovaries stop producing the hormone estrogen",-0.30871174,-0.098452985,-0.30871174,3.89745376,4.074600057,2.996258116,Negative,0,0,neutral
70,"although there had been some reports that women on hrt developed less aggressive cancers , the researchers found that was far from the case",-0.3084647,-0.093489505,-0.3084647,2.865628954,3.162305717,2.628493765,Neutral,0,0,oppose
71,"hrt , a pharmaceutical hormone that often includes a combination of estrogen and progestin , is considered a known human carcinogen",-0.30869725,-0.09615769,-0.30869725,3.477513933,3.465741647,2.530121713,Positive,0,0,oppose
72,early menopause typically lowers the risk of most types of breast cancer,-0.30885217,-0.098756835,-0.30885217,2.619812742,2.724114991,1.643759081,Negative,0,0,support
73,estrogen taken without progestin can cause uterine cancer,-0.30874535,-0.0985785,-0.30874535,2.869870766,2.851170219,2.195381831,Negative,0,0,oppose
74,"hormone therapy , particularly estrogen combined with a progestin , can make your breasts look more dense on mammograms , making breast cancer more difficult to detect",-0.30810592,-0.08914575,-0.30810592,3.120284177,3.199420007,2.573844835,Negative,0,0,oppose
75,hormone replacement therapy medications containing female hormones to replace the ones the body no longer makes after menopause used to be a standard treatment for women with hot flashes and other menopause symptoms,-0.30766886,-0.082472056,-0.30766886,3.319635605,3.613461031,2.301943017,Negative,0,1,support
76,"as much of the uk media pointed out , while the risk increase found here is worth noting and investigating further , women should not stop taking hrt without consulting their doctor",-0.30793297,-0.08643693,-0.30793297,2.776656336,2.684205599,1.730647038,Positive,0,0,neutral
77,"if you are worried about taking hrt , you should discuss the risks and benefits relating to your individual situation with your doctor",-0.30875677,-0.09687416,-0.30875677,3.262699328,3.314434358,2.085883696,Negative,0,0,neutral
78,the researchers also said that the randomized controlled trial of estrogen only hrt had shown no increased risk of breast cancer,-0.30844206,-0.09329458,-0.30844206,1.708853471,2.13558992,1.210146951,Negative,0,0,support
79,"one of the best things women can do , according to the national cancer institute ( nci ) , is to adopt a healthy lifestyle including not smoking , getting regular exercise , and having a good , nutritious diet",-0.3076926,-0.082765795,-0.3076926,3.404246572,3.038538227,1.815432395,Positive,0,0,neutral
80,"if you have a personal history of breast cancer or are at higher risk , hrt may not be safe",-0.30886012,-0.09819095,-0.30886012,2.585941427,2.684336995,2.351798435,Negative,0,0,oppose
81,"according to the national cancer institute , evidence regarding risks and benefits come from the clinical trials conducted as part of the women is health initiative ( whi )",-0.30780917,-0.084501624,-0.30780917,3.196662035,3.129038845,2.221127178,Negative,0,0,neutral
82,"but the impact on ovarian cancer due to hrt has been debated , particularly for those taking the drug for less than five years",-0.30838186,-0.09254356,-0.30838186,3.014112972,2.888744154,2.040865525,Negative,1,0,neutral
83,current research evidence suggests taking hrt can slightly increase your risk of developing ovarian and breast cancer,-0.3084674,-0.09360653,-0.3084674,2.420277345,2.56855314,2.241096777,Negative,0,0,oppose
84,"more recent analysis clarify that the increased risk of breast cancer in the women is health initiative study occurred in women taking the combined estrogen progestin formula , but not in women taking estrogen only hrt supplements",-0.30738366,-0.08001654,-0.30738366,2.720347823,2.954252332,2.469042879,Negative,0,0,oppose
85,"as the concern about health hazards attributed to hormone therapy grew , doctors became less likely to prescribe it",-0.30856436,-0.09469275,-0.30856436,3.149219863,3.33072533,2.473472721,Negative,0,0,oppose
86,"she said the definite risk of ovarian cancer , even with less than five years of hrt , is directly relevant to today 's patterns of use with most women now taking hrt for only a few years and has implications for current efforts to revise uk and worldwide guidelines",-0.30692062,-0.08161099,-0.30692062,3.005819824,3.179964237,2.590343872,Neutral,0,0,oppose
87,"when the studies were continued for the estrogen only arms of the major studies , statistically significant decreases in breast cancer risk were noted in women who had been taking conjugated equine estrogen formulations",-0.30783093,-0.08503881,-0.30783093,2.839542525,2.977058658,2.418717108,Negative,0,0,oppose
88,this topic has been a contentious issue for some years with a majority of observational studies failing to show an increased risk of ovarian cancer with hrt use whilst two large studies from the uk and denmark did find an increase,-0.30724323,-0.07971771,-0.30724323,2.766948229,2.528522245,1.791039121,Negative,0,0,neutral
89,"tt is thought that most women in early menopause would benefit from taking hrt , at least until the predicted age of natural menopause roughly 52 years of age",-0.3077844,-0.084151365,-0.3077844,3.076719475,3.537851778,2.254795276,Positive,0,0,support
90,in 2015 new research found that there is an increased risk of ovarian cancer even for women who are taking hrt for under 5 years,-0.3081875,-0.09012282,-0.3081875,2.535930598,2.633738947,2.262933667,Negative,0,0,oppose
91,"in earlier clinical trials , combination hormone replacement therapy ( hrt ) consisting of progestin plus estrogen was linked to an increased risk of breast cancer and death from that disease",-0.30769578,-0.08283502,-0.30769578,2.622297053,2.721575593,2.19206529,Negative,0,0,oppose
92,the difference between the women taking hrt and those on placebo was alarming enough to halt at five years a portion of the study that was supposed last more than eight years,-0.30788204,-0.08563772,-0.30788204,2.873841315,2.984127243,2.51263315,Negative,0,0,oppose
93,hormone replacement therapy ( hrt ) is associated with a slightly increased risk of developing breast cancer,-0.30867794,-0.09596412,-0.30867794,2.441597031,2.485033769,2.212951242,Negative,0,0,oppose
94,"low dose vaginal preparations of estrogen which come in cream , tablet or ring form can effectively treat vaginal symptoms and some urinary symptoms , while minimizing absorption into the body",-0.30786568,-0.08578107,-0.30786568,3.130150405,3.758780942,1.947014278,Positive,0,0,support
95,"the risk of developing breast cancer is increased for women who are using combined hrt , and may also be increased for users of estrogen only hrt",-0.30828217,-0.09134086,-0.30828217,2.331105175,2.484218294,2.130069969,Negative,0,0,oppose
96,"on the contrary , women taking the combined hrt were 25 percent more likely to have an invasive breast cancer than women in the placebo group",-0.3082739,-0.091275714,-0.3082739,2.96645094,3.159179804,2.719771638,Negative,0,0,oppose
97,the evidence from studies of women taking hrt has supported these concerns regarding cancer,-0.3088294,-0.0977644,-0.3088294,3.016694932,3.179507061,2.663648868,Negative,0,0,oppose
98,some women may be able to take hormone replacement therapy to treat hot flashes and other menopausal symptoms in the short term without any ill effects,-0.3079536,-0.086930834,-0.3079536,3.454171771,3.817735667,2.703999505,Neutral,0,0,support
99,"however , further review of clinical trials and new evidence show that hormone therapy may be a good choice for certain women , depending on their risk factors",-0.30778065,-0.08403385,-0.30778065,3.065148714,3.285674379,2.298402423,Neutral,0,0,support
100,"this meta analysis does not suggest that hrt causes ovarian cancer but does find an association between hrt use and increased risk of two specific types of epithelial ovarian cancer , serous and endo metroid",-0.30780822,-0.084828414,-0.30780822,2.924970156,3.285137273,2.509562608,Negative,0,0,oppose
101,"however , the hrt drugs have also been found to reduce the risk of osteoporosis and bowel cancers",-0.30882403,-0.09785639,-0.30882403,2.538137655,2.940449932,1.793712203,Neutral,0,0,support
102,"there are several ways hrt can be taken , including as a gel that you rub into your skin , tablets or a patch that sticks onto your skin",-0.30864522,-0.09548691,-0.30864522,3.304685821,3.117176172,1.657798796,Negative,0,0,neutral
103,"for women without a hysterectomy , the only recommended hormone replacement therapy is the combination of estrogen and progestin , which causes an increased risk of breast cancer",-0.30818468,-0.09023002,-0.30818468,2.600763355,2.735936337,2.305736206,Negative,0,0,oppose
104,another study of the whi data published in jama in 2008 confirmed the health risks associated with long term use of estrogen progestin hormone therapy in postmenopausal women,-0.3076142,-0.08166733,-0.3076142,3.06486938,3.391581068,2.642092823,Negative,0,0,oppose
105,"within too 75 years after stopping therapy , the risk was still present but not as high",-0.30880046,-0.09732313,-0.30880046,3.365272941,3.407316006,2.873708859,Negative,0,0,oppose
106,the reports said that the study that reported the link between hrt and breast cancer in 2002 was fundamentally flawed,-0.30880022,-0.09736103,-0.30880022,2.372268154,2.954436205,2.294347788,Negative,0,0,support
107,"an increase in risk with hrt was seen only for the two most common types of ovarian cancer , serous and en dome trio id ovarian cancers , and not for the two less common types , mucinous and clear cell ovarian cancers",-0.30727422,-0.08011645,-0.30727422,3.160310586,3.274610479,2.590775535,Negative,0,0,oppose
108,"prof sir richard peto told the bbc news website it 's a risk , about a million women in this country have hrt and 1 , 000 will get ovarian cancer from it",-0.30788866,-0.08584193,-0.30788866,1.606764582,1.651006408,1.487594246,Negative,0,0,oppose
109,"women on combination hormone therapy were also more likely to have abnormal mammograms even in the first year of treatment than women taking a placebo , according to the same study",-0.30775157,-0.08350848,-0.30775157,2.596210078,2.844579504,2.326666737,Negative,0,0,oppose
110,women taking the combined hrt were 78 percent more likely to have cancer that had spread to the lymph nodes,-0.30878294,-0.09717672,-0.30878294,3.812040635,4.001901842,3.35878122,Negative,0,0,oppose
111,"although the ovarian cancer risk falls over time after stopping hrt treatment , women who had used hrt for at least five years still had an increased risk of ovarian cancer 10 years later",-0.3071276,-0.07992056,-0.3071276,2.482811083,2.607083382,2.2220327,Negative,0,0,oppose
112,"while the study showed diminished risk of heart disease three years after the whi intervention stopped , researchers found the overall risks of hormone therapy such as stroke , blood clots , and cancer outweighed the benefits",-0.30736798,-0.08015858,-0.30736798,3.102090573,3.243591259,2.640820134,Negative,0,0,oppose
113,"for postmenopausal women with osteoporosis , for example , there are a number of treatments that have been shown to be more effective than hormone replacement therapy",-0.30868483,-0.096015126,-0.30868483,2.721862731,3.077194493,2.072562675,Negative,0,0,oppose
114,"for women who have n't had their uterus removed , estrogen is typically prescribed along with progesterone or progestin ( progesterone like medication )",-0.30869663,-0.09626372,-0.30869663,3.972233808,4.116119537,2.938439741,Negative,0,0,neutral
115,"after three years , breast cancer rates remained slightly elevated in this group but were no longer statistically different from the placebo group",-0.30831388,-0.09175078,-0.30831388,2.951405651,3.204006801,2.566392968,Negative,0,0,oppose
116,"the evidence that hrt can cause some types of cancer ( breast , womb and ovarian ) is strong",-0.30885983,-0.09862906,-0.30885983,3.601200977,3.701420984,2.951884208,Positive,0,0,oppose
117,progestin keeps uterine cells from dividing and causes the uterus to shed its lining each month,-0.30887425,-0.09848152,-0.30887425,4.438634862,4.298765476,2.981949956,Negative,0,0,neutral
118,"hormone therapy that includes progestin plus estrogen may increase breast cancer risk , but estrogen alone may lower risk , according to long term review",-0.30749372,-0.0803484,-0.30749372,2.98369797,3.076213526,2.334538508,Negative,0,0,neutral
119,"hormone replacement therapy increases the risk of ovarian cancer , analysis of 52 separate studies has found",-0.30847278,-0.09359983,-0.30847278,2.684388267,3.018430778,2.403153648,Negative,0,0,oppose
120,"the next year , the journal of the american medical association ( jama ) reported more bad news for women getting hrt",-0.3084964,-0.09382301,-0.3084964,2.174555371,2.527949068,1.941304185,Negative,0,0,oppose
121,the million women study results suggested that women who are using combined hrt have double the risk of breast cancer compared to non users,-0.30802637,-0.087894276,-0.30802637,2.279665038,2.527815617,2.142843689,Neutral,0,0,oppose
122,breast cancer risk was greatest among users of estrogen progestin combination therapy,-0.3087933,-0.097325556,-0.3087933,2.50727532,2.619585078,2.239573643,Positive,0,0,oppose
123,"as you approach menopause , your levels of estrogen and progesterone ( the hormones that cause you to ovulate and menstruate each month ) start to decline , often triggering a whole host of symptoms that can range from annoying to incapacitating",-0.30777082,-0.08393763,-0.30777082,3.683472479,3.402772334,2.035662523,Negative,0,0,neutral
124,a related clinical trial evaluating estrogen alone ( premarin ) in women who previously had a hysterectomy found no increased risk of breast cancer or heart disease,-0.3078563,-0.08538928,-0.3078563,2.485666641,2.776694694,1.77471096,Negative,0,1,support
125,"low dose vaginal preparations do not help with hot flashes , night sweats or protection against osteoporosis",-0.30886573,-0.09842239,-0.30886573,4.27064459,4.592463939,3.025782965,Negative,0,0,oppose
126,"it 's estimated that there will be an extra 19 cases of breast cancer for every 1 , 000 women taking combined hrt for 10 years",-0.30820036,-0.09029244,-0.30820036,2.503385648,2.558727587,2.294406886,Negative,0,0,oppose
127,"the benefits of hormone therapy depend , in part , on whether you take systemic hormone therapy or low dose vaginal preparations of estrogen",-0.30828035,-0.09142728,-0.30828035,3.176812229,3.625746358,2.39768003,Negative,0,0,support
128,other research has confirmed the basic result that use of hrt increases risk of breast cancer in post menopausal women,-0.3084619,-0.093515545,-0.3084619,2.539903321,2.664814845,2.2254893,Negative,0,0,oppose
129,"lack of estrogen can cause symptoms such as hot flashes , vaginal dryness , and painful intercourse",-0.30883533,-0.09862493,-0.30883533,4.112916082,4.229606012,2.767326852,Negative,0,0,neutral
130,examination of cancer tissue in women taking combined hrt at the time of diagnosis reveals an increased presentation of breast cancer of lobular origin,-0.30821404,-0.09055046,-0.30821404,3.078390059,3.215112335,2.704669638,Negative,0,0,oppose
131,it is not surprising that there are concerns over exposure to hormones through pharmaceuticals,-0.30850652,-0.097506925,-0.30850652,4.070661637,4.258458921,3.185157033,Negative,0,0,oppose
132,hrt had often been prescribed for the treatment of urinary incontinence,-0.30857936,-0.09781815,-0.30857936,4.045946614,4.043634351,2.886516623,Negative,0,1,neutral
133,"the journal published a study of women who took a combination of estrogen and progestin , a synthetic form of progesterone , and showed they were at risk of getting a more aggressive form of breast cancer than women who did n't get hrt",-0.30749494,-0.080323264,-0.30749494,2.352225034,2.590135722,2.083260071,Neutral,0,0,oppose
134,women who had a hysterectomy and took estrogen alone were found to have a reduced risk of breast cancer and breast cancer death,-0.30838215,-0.092602745,-0.30838215,2.939213255,3.115876929,2.434595141,Negative,0,0,support
135,the study found no significant association between hormone therapy and heart disease,-0.30886507,-0.098328136,-0.30886507,2.781463902,2.987308906,2.50110525,Negative,0,0,oppose
136,"hormone therapy is no longer recommended for disease prevention , such as heart disease or memory loss",-0.30876005,-0.096873,-0.30876005,3.411752908,3.513778169,2.855252903,Negative,0,0,oppose
137,the study found that there was a significantly increased risk of developing the disease in current or recent users of hrt,-0.30866385,-0.095735386,-0.30866385,3.208087185,3.344145055,2.780110962,Negative,0,0,oppose
138,"hrt may also not be a good choice if you have uterine fibroids , since estrogen can make them grow bigger , and thus cause pain and bleeding",-0.30806264,-0.088538304,-0.30806264,3.30087254,3.537037297,2.503565144,Negative,0,0,oppose
139,"a recent , randomized , controlled clinical trial the kronos early estrogen prevention study ( keeps ) explored estrogen use and heart disease in younger postmenopausal women",-0.30765924,-0.082226254,-0.30765924,2.886344901,2.797672359,1.754076632,Negative,0,0,neutral
140,researchers estimated that women who used hrt for 10 years were almost four times more likely to develop breast cancer than women who did not use hrt,-0.3078911,-0.08576932,-0.3078911,2.343627633,2.552504456,2.222521739,Negative,0,0,oppose
