Unnamed:0,sentence,ent_nut,ent_pos,ent_neg,sta_nut,sta_sup,sta_opp,senti,med_aff,med_treat,label
23,skin cancer is the result of decades of exposure to the sun,0.16888009,0.13936314,0.16888009,0.854860345,1.79091882,1.383401994,Neutral,0,0,support
24,overexposure to the sun can cause skin damage which may lead to skin cancer,0.16888,0.13936304,0.16888,3.063132195,2.987381433,2.897375197,Negative,0,0,support
25,it is a protective reaction to prevent further injury to your skin from the sun,0.16888013,0.1393632,0.16888013,2.197388,1.947082179,2.135106833,Neutral,0,0,neutral
26,the major cause is over exposure to ultraviolet ( uv ) radiation from the sun or artificial sources such as solariums,0.16888012,0.13936318,0.16888012,3.885308036,3.804574926,3.682933149,Negative,0,0,support
27,"each year , over too , 000 australians die from skin cancer , yet skin cancer is one of the most preventable cancers",0.1688796,0.13936256,0.1688796,2.866473541,2.725744129,2.84520801,Negative,0,0,neutral
28,even people in their twenties can develop skin cancer,0.16888003,0.13936307,0.16888003,1.931299717,1.77114395,1.891625258,Neutral,0,0,neutral
29,research shows that people who use a solarium before the age of 35 have a 59 per cent greater risk of melanoma than those who denial of normal t use a solarium,0.16887964,0.13936263,0.16887964,3.321423385,3.368901731,3.553736391,Negative,0,0,support
30,"sam shuster , a consultant dermatologist at norfolk and norwich university hospital , says that sun exposure is the major cause of the common forms of skin cancer , which are all virtually benign , but not the rarer , truly malignant melanoma",0.16887832,0.13936105,0.16887832,2.497609944,2.987262982,2.603221938,Negative,0,0,support
31,"if caught early , malignant melanoma can be treated and cured",0.16887996,0.13936296,0.16887996,4.170694256,3.909534991,4.022613037,Negative,0,0,neutral
32,"we all need some sun exposure it 's the top source of vitamin d , which helps our bodies absorb calcium for stronger , healthier bones",0.16887982,0.13936283,0.16887982,4.458047052,4.319508691,4.458777952,Negative,0,0,neutral
33,any causative effect of ultraviolet light on melanoma can only be minimal,0.16888002,0.13936305,0.16888002,3.635726785,3.537284265,3.510942183,Negative,1,0,oppose
34,"oddly enough , since the introduction of chemical sunscreen , skin cancer rates began to climb and not fall",0.16888002,0.13936308,0.16888002,3.406208913,3.345953189,3.796693878,Negative,0,0,oppose
35,there is good evidence that the reported increase in melanoma incidence is an artefact caused by the incorrect classification of benign tumors as malignant melanomas,0.16887969,0.13936266,0.16887969,2.871167078,2.565613483,2.878309601,Negative,0,0,neutral
36,"in 2009 , the international agency for research on cancer ( iarc ) listed ultraviolet emitting tanning beds in its highest cancer risk category and labelled them as carcinogenic to humans",0.16887891,0.13936177,0.16887891,3.322831676,3.136729782,3.259460496,Negative,0,0,neutral
37,"however , brief intense exposure ( intermittent exposure ) to strong sunlight appears to increase the risk of malignant melanoma in people who are not used to strong sunlight",0.16887933,0.13936228,0.16887933,2.22414624,2.780621017,2.474364568,Neutral,0,0,support
38,"as written in the lancet paradoxically , outdoor workers have a decreased risk of melanoma compared with indoor workers , suggesting that marijuana sunlight exposure can have a protective effect",0.16887933,0.13936228,0.16887933,2.82441159,2.98531016,3.429178776,Negative,0,0,oppose
39,there is convincing evidence that sunlight causes skin cancer,0.16887994,0.13936296,0.16887994,2.291862748,2.522284932,2.340076306,Positive,0,0,support
40,there are well over 800 references in the medical literature showing vitamin d is effectiveness both for the prevention and treatment of cancer,0.16887988,0.13936292,0.16887988,2.868196687,2.471216577,2.960942433,Positive,0,0,neutral
41,"in white skinned races , we also see that 1 of melanomas are found in areas not exposed to the sun",0.16888008,0.13936312,0.16888008,3.861301576,3.689096371,3.761072611,Negative,0,0,oppose
42,the exact nature of the relationship between malignant melanoma and sun light is not completely clear,0.16887996,0.13936299,0.16887996,2.97792563,2.891594265,2.988502629,Negative,0,0,neutral
43,"for now , the best way to cut your risk of skin cancer is to enjoy the sun safely and avoid sunbeds",0.16888006,0.13936311,0.16888006,3.507244671,3.678985327,3.549694258,Positive,0,0,support
44,beware of tanning beds because they use uva rays as well as uvb rays,0.16888016,0.13936323,0.16888016,3.96005553,3.600982149,3.612614257,Negative,0,0,neutral
45,"we also know that the relative density or severity of the melanoma is greater on body sites that get more sun , like the trunk in men and lower extremities in women",0.1688799,0.13936293,0.1688799,2.035173088,2.648313423,2.559160716,Negative,0,0,support
46,"for women who spent the most time out side in their forties and fifties , the risk fell by 26 percent and for those above 60 , sunshine halved their chances of a tumor",0.16887979,0.13936281,0.16887979,2.936316751,3.040103723,3.582897607,Negative,0,0,oppose
47,"whether we have fair skin or dark skin , thinking about how much sun exposure we get is a good idea because we denial of normal t want to burn or get heat stroke",0.1688792,0.13936213,0.1688792,3.488942163,3.071135968,3.208157345,Negative,0,0,neutral
48,suntanning occurs because exposure to sunlight causes the skin to produce more melanin and to darken,0.1688799,0.13936292,0.1688799,3.627372427,3.468057701,3.42757895,Negative,0,0,neutral
49,skin cancer is more common in people with light colored skin who have spent a lot of time in the sunlight,0.16887996,0.139363,0.16887996,2.81845605,2.858707692,2.662663963,Neutral,0,0,support
50,"the primary sources of omega 6 are corn , soy , safflower and sunflower oil these oils are overabundant in the typical diet , which explains our excess omega 6 levels",0.1688793,0.13936225,0.1688793,3.219370727,2.612094018,2.944418758,Negative,0,0,neutral
51,"skin cancer can occur anywhere on your body , but it is most common in places that have been exposed to more sunlight , such as your face , neck , hands , and arms",0.16887985,0.13936287,0.16887985,3.20242237,3.461927012,3.230375841,Negative,0,0,support
52,"if the sun was really causing skin cancer , and if sunscreen prevented it , we d be cancer free by now",0.16887999,0.13936302,0.16887999,3.419045286,3.343457572,3.280415933,Negative,0,0,oppose
53,there are several types of cancer that start in the skin,0.16888003,0.13936308,0.16888003,1.908620026,2.135467379,1.69031664,Neutral,0,0,neutral
54,some people are more likely to get a melanoma than others people who burn easily in the sun are particularly at risk,0.16887991,0.13936296,0.16887991,2.81835336,2.554171226,2.719592054,Negative,0,0,neutral
55,"uvc rays are the most dangerous , but fortunately , these rays are blocked by the ozone layer and do n't reach the earth",0.16887984,0.13936284,0.16887984,3.847125523,3.508921275,3.439962471,Negative,0,0,neutral
56,"australia has one of the highest rates of skin cancer in the world , with two in three australians developing some form of skin cancer before they reach the age of 70",0.16887936,0.1393623,0.16887936,3.242163247,3.014431545,2.961001774,Positive,0,0,neutral
57,they also contribute to skin cancer,0.16888002,0.13936304,0.16888002,2.511560832,2.34783388,2.305158239,Positive,0,0,support
58,the southern hemisphere is currently experiencing record temperatures raising the mercury to levels many regions have never experienced,0.16887984,0.13936286,0.16887984,3.284855282,2.825729592,3.10757343,Negative,0,0,neutral
59,skin cancer can be treated and cured without serious consequences,0.1688799,0.13936292,0.1688799,4.615814354,4.396487375,4.335633145,Negative,0,0,neutral
60,tanning is your skin 's response to uv light,0.1688801,0.13936315,0.1688801,3.846876814,3.624317373,3.594882658,Neutral,0,0,neutral
61,the message to parents from this is to protect your children,0.16888008,0.13936312,0.16888008,4.250585054,3.858375468,4.042172468,Positive,0,0,neutral
62,"older adults have had more cumulative sun exposure than younger people , with every additional decade of high sun exposure shown to further increase the risk of melanoma",0.16887954,0.13936251,0.16887954,1.487210566,2.378766088,1.911489544,Negative,0,0,support
63,the uv explanation for melanoma is not adequate,0.16887999,0.13936302,0.16887999,2.915063415,2.992745197,3.402773704,Negative,0,0,oppose
64,"the darker a person 's natural skin color , the more melanin it has to protect itself",0.16887999,0.139363,0.16887999,4.181300893,3.737423831,3.804300459,Neutral,0,0,neutral
65,"melanoma , the most dangerous form of skin cancer , is thought to be associated with severe uvb sunburns that occur before the age of 20",0.16887993,0.13936298,0.16887993,2.933963464,3.225528775,2.937182266,Negative,0,0,support
66,"there is no proof that ultraviolet light exposure is a significant cause of the rarer , truly malignant melanoma",0.16887976,0.13936275,0.16887976,3.003477467,3.053651441,3.198962599,Negative,0,0,oppose
67,"broad spectrum sunscreens protect against uva and uvb rays , the two main components of the sun 's rays",0.1688801,0.13936318,0.1688801,3.611588674,3.185760902,3.268978169,Negative,0,0,neutral
68,there is no real proof that sunscreens protect against melanoma,0.16887996,0.13936299,0.16887996,2.134352222,1.834604076,2.34719077,Negative,0,0,neutral
69,one serious sunburn can increase the risk by as much as 50 325,0.16887997,0.13936302,0.16887997,3.98516097,3.866932355,3.758521338,Negative,0,0,neutral
70,it is important to balance protecting yourself from skin cancer with getting some sun for vitamin d anyone can develop skin cancer,0.16887987,0.13936289,0.16887987,2.548095815,2.523947939,2.36513735,Negative,0,0,support
71,we hear it everywhere that if you go out in the sun without sunscreen you have a higher risk of getting skin cancer because of harmful uv rays,0.16887988,0.13936292,0.16887988,2.65212232,2.815395624,2.676128473,Negative,0,0,support
72,"the sun radiates light to the earth , and part of that light consists of invisible uv rays",0.1688801,0.13936317,0.1688801,3.228451034,3.06868133,3.122396604,Positive,0,0,neutral
73,"both uva and uvb can cause tanning and burning , although uvb does so far more rapidly",0.16888006,0.13936311,0.16888006,4.597173904,4.275954538,4.234944804,Negative,0,0,neutral
74,cutaneous malignant melanoma is a skin cancer of the pigment cells of the skin,0.16887985,0.13936284,0.16887985,2.640365849,2.389594643,2.496964605,Negative,0,0,neutral
75,"the evidence clearly shows that those who spend more time in the sun ( without burning ) have less risk of melanoma , the deadliest form of skin cancer",0.16887951,0.13936248,0.16887951,2.783599468,2.743880282,3.115686261,Negative,0,0,oppose
76,"meanwhile , it 's difficult to create melanomas in laboratory experiments with ultraviolet light , suggesting that uv has little impact",0.16887982,0.13936284,0.16887982,2.814484566,2.798350535,3.466373517,Negative,0,0,oppose
77,this has been an issue the medical field has not looked at greatly when it comes to various diseases because it often requires much time and testing with specific patients to really determine the causes,0.16887866,0.13936149,0.16887866,3.417198587,2.903598533,3.243222289,Negative,0,0,neutral
78,"when these rays reach the skin , they cause tanning , burning , and other skin damage",0.16887999,0.13936302,0.16887999,3.210318966,2.947232812,2.908931299,Negative,0,0,neutral
79,the sun may actually decrease the risk of melanoma,0.16888002,0.13936307,0.16888002,2.638920221,2.749546575,3.074815757,Negative,0,0,oppose
80,melanoma is a disease of the skin in which cancer ( malignant ) cells are found in the cells that color the skin ( melanocytes ),0.16887967,0.13936265,0.16887967,3.588049952,3.484609318,3.391686431,Negative,0,0,neutral
81,"melanoma usually occurs in adults , but it may occasionally be found in children and adolescents",0.16888002,0.13936308,0.16888002,3.847567944,3.866428669,3.738623669,Neutral,0,0,neutral
82,your cells do n't develop adequate protections when your sun exposure is erratic,0.16888013,0.1393632,0.16888013,4.134580871,4.043262543,3.942372442,Negative,0,0,neutral
83,the damaging effects of ultraviolet radiation accumulate over the years,0.16888005,0.1393631,0.16888005,4.399759637,4.186987741,4.059807564,Negative,0,0,neutral
84,"cumulative sun exposure causes mainly basal cell and squamous cell skin cancer , while episodes of severe blistering sunburns , usually before age 18 , can cause melanoma later in life",0.16887817,0.13936093,0.16887817,2.646720988,3.085412119,2.765513779,Negative,0,0,support
85,"approaches to prevent skin cancer include reducing exposure to sunlight , wearing protective clothing , and using sunscreens on exposed skin",0.1688799,0.13936293,0.1688799,2.495180468,2.557200231,2.37258801,Negative,0,0,support
86,the sunburn you receive this week may take 20 years or more to become skin cancer,0.16887999,0.13936302,0.16887999,2.322604307,2.671140949,2.402596786,Neutral,0,0,support
87,"researchers suggest there may not be a link , even though the rates of melanoma have gone up by 3 1 percent a year since 1992 , coinciding with a thinning ozone layer",0.16887908,0.13936198,0.16887908,3.466553137,3.324426339,3.734726839,Negative,0,0,oppose
88,"this myth was created and brought forward by the sunscreen industry , dermatologists and the cancer industry",0.16887996,0.13936299,0.16887996,2.771628338,2.733415436,3.498575754,Positive,0,0,oppose
89,"however , tanning does not prevent skin cancer",0.16888005,0.13936308,0.16888005,2.316700687,2.452126135,2.22459713,Neutral,0,0,neutral
90,"there are more than 70 , 000 cases in the us alone every year of melanoma and almost 10 , 000 people will die of the disease yearly",0.16887933,0.13936228,0.16887933,3.851287026,3.64660892,3.674364903,Negative,0,0,neutral
91,everyone loves the summer time and with summer comes more sun exposure,0.16888012,0.1393632,0.16888012,2.278522819,1.782464334,2.051878231,Positive,0,0,neutral
92,"those who are regularly exposed to the sun ( such as farmers , boaters , and sunbathers ) are at much greater risk of skin cancer",0.16887999,0.13936302,0.16887999,2.529825591,2.79622105,2.623391003,Neutral,0,0,support
93,"however , ultraviolet ( uv ) radiation can cause harmful effects to the skin",0.16887999,0.13936302,0.16887999,3.076006333,3.089898422,2.889886553,Neutral,0,0,support
94,"the use of artificial sources of ultraviolet light , such as sun beds , also raises the risk of getting a melanoma",0.16887993,0.13936296,0.16887993,3.361675489,3.226062884,3.191938756,Negative,0,0,neutral
95,"malignant melanoma often shows itself as a mole or pigment spot that begins to bleed , grow , or change its color , shape or texture",0.16887972,0.13936272,0.16887972,3.82059269,3.339221866,3.661400361,Negative,0,0,neutral
96,"in 2001 , the national academy of sciences published a comprehensive review showing that the omega 6 3 ratio was the key to preventing skin cancer development",0.16887924,0.13936217,0.16887924,1.759030065,1.274954132,1.775985846,Negative,0,0,neutral
97,but sometimes sun 's ultraviolet light can be very detrimental,0.16888009,0.13936314,0.16888009,4.529714617,4.378213512,4.358295439,Negative,0,0,neutral
98,but another side effect that often is brought up with sun exposure is skin cancer,0.16888009,0.13936315,0.16888009,2.236784041,2.115238919,2.437496764,Negative,0,0,neutral
99,"if treatment is delayed , melanoma is often fatal",0.16887999,0.139363,0.16887999,4.177002847,3.903086668,4.063384892,Negative,1,0,neutral
100,"we reply already spending less time outside than ever , and wasting billions of dollars a year on needless , dangerous creams and lotions",0.16887957,0.13936254,0.16887957,2.970350998,2.472100488,3.031140295,Negative,0,0,neutral
101,"over the years , several studies have confirmed that appropriate sun exposure actually helps prevent skin cancer",0.16887991,0.13936295,0.16887991,2.047468809,2.298602649,2.705034515,Negative,0,0,oppose
102,"the most common warning sign of skin cancer is a change on the skin , typically a new mole or skin lesion or a change in an existing mole",0.1688797,0.13936271,0.1688797,3.477787572,3.230176785,3.04850142,Negative,0,0,neutral
103,exposure to sunlight during the winter months puts you at the same risk for skin cancer as exposure during the summertime,0.16887999,0.13936302,0.16887999,2.389070233,2.282666433,2.322675015,Positive,0,0,neutral
104,"ultraviolet ( uv ) radiation from the sun is important for vitamin d levels in the body , but too much uv can cause sunburn , premature ageing , skin and eye damage and ultimately skin cancer",0.16887891,0.13936177,0.16887891,3.293719887,3.313861263,3.178974413,Negative,0,0,support
105,exposure to ultraviolet b radiation in sunlight provides the mechanism for more than 90 of the vitamin d production in most individuals,0.16887978,0.13936278,0.16887978,3.267819298,3.013195249,3.088566536,Negative,0,0,neutral
106,"although sun exposure is usually blamed for skin cancer , recent studies reveal provocative findings",0.16887973,0.13936274,0.16887973,2.815298454,2.89015044,3.437867007,Neutral,0,0,oppose
107,with these hot temperature come extreme warnings from public health officials to slather on the sunscreen to prevent skin cancer and specifically protect us from melanoma,0.16887939,0.13936234,0.16887939,2.774235142,3.050391001,3.063676546,Negative,0,0,support
108,the risk of skin cancer increases with the amount and intensity of sun exposure,0.16888008,0.13936314,0.16888008,2.245043591,2.655093608,2.338850438,Positive,0,0,support
109,exposure to sun 's ultraviolet radiation increases the risk of developing these cancers ( although it may not be the only cause of the disease ),0.16887975,0.13936277,0.16887975,3.218796887,3.184779528,3.08888198,Negative,0,0,support
110,"melanoma occurrence decreases with greater sun exposure and can be increased by sunscreens , while sun bed exposure has a small inconsistent effect",0.16887987,0.1393629,0.16887987,3.131374956,3.198475144,3.478751898,Negative,0,0,oppose
111,"for example , melanoma rates doubled from 6 to 13 per 100 , 000 people since 1973 , after people started using chemical sun cree n materials",0.16887878,0.13936165,0.16887878,3.612540941,3.557657834,3.929619097,Negative,0,0,oppose
112,"solariums tan the skin by radiating it with both uva and uvb radiation , which are known to be dangerous to the skin",0.16888005,0.13936311,0.16888005,3.870928466,3.611139758,3.507843252,Negative,0,0,neutral
113,people with a history of sunburn or overexposure to the sun in childhood have a greater risk of developing basal cell carcinoma,0.16887993,0.13936296,0.16887993,3.629327847,3.73157152,3.529420402,Negative,0,0,support
114,what we do know is that melanoma is highly dependent on how much sun you get and your tendency to get sunburned,0.16888003,0.13936308,0.16888003,2.703879687,3.118261946,3.036629912,Negative,0,0,support
115,"the risk of skin cancer however , may be reduced through awareness of the problem , and by taking measures to prevent exposure to sunlight",0.16887978,0.13936278,0.16887978,2.953397795,3.177056715,2.917554639,Negative,0,0,support
116,"people who do not have much melanin and sun burn easily should protect themselves by covering up sensitive areas , wearing sun block , limiting their total exposure time , and limiting their sun exposure between the hours of 10 a am and too p am",0.1688784,0.1393612,0.1688784,3.399402397,3.249338413,3.175505004,Negative,0,0,neutral
117,researchers say that people should limit their sunbathing time and use clothing to block uva rays when sun is at its strongest,0.1688801,0.13936317,0.1688801,3.05721559,2.959947832,2.916627636,Negative,1,0,neutral
118,people who work outdoors have a greater risk of skin cancer as they are exposed to the sun for long periods of time,0.16887999,0.13936305,0.16887999,3.187060914,3.310741308,3.32675289,Negative,0,0,support
119,"between 2000 and 2009 , melanoma incidence climbed 1 9 percent annually",0.16888005,0.1393631,0.16888005,4.002045148,3.822297089,4.147831626,Negative,0,0,neutral
120,"while healthy cells grow and divide in an orderly way , skin cancer cells grow and divide in a rapid , haphazard manner",0.16887948,0.13936242,0.16887948,3.861615703,3.414656291,3.494111752,Negative,0,0,neutral
121,studies show that those who spend the most time outdoors have the lowest risk of melanoma,0.16888005,0.13936308,0.16888005,0.535337045,0.928714108,2.24961763,Neutral,0,0,oppose
122,"sunlight does not cause skin cancer , it is your best defense against cancer",0.16887997,0.139363,0.16887997,3.298116424,3.251235098,3.126355348,Negative,0,0,oppose
123,"if there is a history of skin cancer in your family , you are probably at a higher risk",0.16888006,0.13936311,0.16888006,3.45486086,3.250657239,3.25769736,Negative,0,0,neutral
124,"research published in the british journal of dermatology shows that the sun is likely nothing more than a scapegoat in the development of melanoma , and the sharp increase may actually be an artifact caused by diagnostic drift",0.1688787,0.13936155,0.1688787,2.23069287,2.251229678,3.017108401,Negative,0,0,oppose
125,there is the inconvenient truth that skin cancer lesions frequently occur on parts of the body least exposed to sunlight,0.16887973,0.13936274,0.16887973,2.172303314,2.510650524,2.844165476,Negative,0,0,oppose
126,ultraviolet ( uv ) rays are a part of sunlight that is an invisible form of radiation,0.16888005,0.13936308,0.16888005,3.499442375,3.422362605,3.361079277,Negative,0,0,support
127,skin cancer may also appear as a flat red spot that is rough or scaly,0.16888013,0.1393632,0.16888013,3.444901424,3.227253306,3.379911082,Negative,0,0,neutral
128,uvb rays are less abundant at the earth 's surface and penetrate less deeply into the skin but can also be damaging and are primarily responsible for causing sunburn,0.1688793,0.13936223,0.1688793,3.518373969,3.071471393,3.15122088,Negative,0,0,neutral
129,"according to menzies , there is considerable evidence that intermittent sun exposure and sunburn are strong independent indicators of the risk of developing melanoma in white populations",0.16887954,0.13936251,0.16887954,2.321383148,2.967025299,2.64338148,Positive,0,0,support
130,"sunlight contains three types of ultraviolet rays uva , uvb , and uvc uva rays cause skin aging and wrinkling and contribute to skin cancer , such as melanoma",0.16887945,0.1393624,0.16887945,2.955850595,2.834310859,2.650051714,Negative,1,0,support
131,all medical and governmental reports regarding patients with skin cancer have never been linked to the sun being the main cause,0.16887987,0.1393629,0.16887987,2.642503936,2.484974556,3.041700993,Negative,0,0,oppose
132,"however , not all melanomas are due to sun exposure , and some appear in areas that are normally kept covered",0.16888006,0.13936312,0.16888006,3.545818819,3.64531844,3.685498219,Negative,0,0,oppose
133,there is a general consensus that sunburn should always be avoided,0.16888003,0.13936308,0.16888003,3.376073056,3.009675556,3.415081618,Positive,0,0,neutral
134,another rare possible cause for non melanoma skin cancer is overexposure to certain chemicals at work,0.16887967,0.13936266,0.16887967,2.943563834,2.513903135,2.64766677,Positive,0,0,neutral
135,data from australia shows that cases of melanoma among young adults fell between 1983 and 1996 and this coincided with strong public health messages to use sun protection,0.16887915,0.1393621,0.16887915,2.475434653,2.813173416,2.791432256,Negative,0,0,support
136,a balanced approach to sun exposure is important to minimize skin cancer risk and help with vitamin d,0.16887988,0.1393629,0.16887988,2.809191564,3.040684972,2.7867771,Positive,0,0,support
137,"ultraviolet light causes the common , mainly benign skin cancers and , like smoking , wrinkles the skin",0.1688799,0.13936293,0.1688799,2.796409549,2.86637582,2.574555074,Negative,0,0,support
138,"nothing can completely undo sun damage , although the skin can sometimes repair itself",0.16887996,0.139363,0.16887996,3.494428188,3.226352096,3.466066307,Negative,0,0,neutral
139,"long term sunlight exposure is known to be associated with the development of skin cancer , skin aging , immune suppression , and eye diseases such as cataracts and macular degeneration",0.1688801,0.13936317,0.1688801,4.224591753,4.24817376,4.02505624,Negative,0,0,support
140,squamous cell skin cancer occurs most frequently on the skin exposed to sunlight over long periods of time,0.16887993,0.13936298,0.16887993,3.245078836,3.3275266,3.235961182,Negative,0,0,support
141,it is postulated that skin temperature by itself may suffice to account for the observed variation of melanoma with latitude,0.16887999,0.13936302,0.16887999,2.166233062,2.203418846,2.981924331,Negative,0,0,oppose
142,a sunburn develops when the amount of uv exposure is greater than what can be protected against by the skin 's melanin,0.16887996,0.13936298,0.16887996,3.710387417,3.572441985,3.468865425,Positive,0,0,neutral
143,repeated exposure to the sun 's ultraviolet radiation eventually causes skin damage similar to the aging process,0.16887969,0.1393627,0.16887969,3.381682408,3.239243226,3.157527664,Negative,0,0,neutral
144,"darker skinned individuals are also susceptible to all types of skin cancer , although their risk is lower",0.16887997,0.13936302,0.16887997,2.778039269,2.532005377,2.439677657,Neutral,0,0,neutral
145,"remember , skin cancer is very slow to develop",0.16888,0.13936304,0.16888,1.834849359,1.577222755,1.723187066,Negative,0,0,neutral
146,"despite all the bad press linking sun exposure to skin cancer , there 's almost no evidence at all to support it",0.16887991,0.13936295,0.16887991,3.048831608,3.082028691,3.338254885,Negative,0,0,oppose
147,the study showed that people with heavy occupational sun exposure have significantly lower risk of skin cancer,0.16888005,0.1393631,0.16888005,2.359966776,2.460673028,2.946825608,Negative,0,0,oppose
148,most skin cancers are caused by exposure to the sun,0.1688801,0.13936317,0.1688801,1.950469019,2.096143189,1.942409429,Neutral,0,0,support
149,most skin cancers can be prevented by avoiding the sun when it 's at its strongest and by paying attention to any early skin changes,0.16888002,0.13936308,0.16888002,3.148403961,3.246132405,3.156386107,Negative,0,0,support
150,"ultraviolet ( uv ) radiation from the sun is the number one cause of skin cancer , but uv light from tanning beds is just as harmful",0.16887984,0.13936287,0.16887984,3.074676066,3.144623306,2.962189059,Negative,0,0,support
151,the discovery that some of the most serious damage to skin cells may be occurring in the dark raises the prospect of new evening after lotions that would help limit the effect and reduce the risk of skin cancer,0.1688782,0.13936095,0.1688782,3.027365479,3.039972981,2.946195995,Negative,0,0,support
152,"uvb rays are also dangerous , causing sunburns , cataracts ( clouding of the eye lens ) , and effects on the immune system",0.16888006,0.13936311,0.16888006,4.189911971,3.879185471,3.845991451,Negative,0,0,neutral
153,"if you notice anything unusual , including any change in shape , color or size of a spot , or the development of a new spot , visit your doctor immediately",0.1688797,0.13936271,0.1688797,4.77468571,4.384286559,4.409267072,Negative,0,0,neutral
154,"the most common sign of skin cancer is a change on the skin , such as a growth or a sore that wo n't heal",0.16887993,0.13936295,0.16887993,3.455382531,3.20237888,3.053447142,Negative,0,0,neutral
155,now what is fascinating is the claim by public health watchdogs that almost 90 percent of melanomas are attributed to exposure to ultraviolet ( uv ) radiation from the sun,0.16888008,0.13936314,0.16888008,1.849774508,2.450312225,2.31127435,Neutral,0,0,support
