Unnamed:0,sentence,ent_nut,ent_pos,ent_neg,sta_nut,sta_sup,sta_opp,senti,med_aff,med_treat,label
57,the data do not support the hypothesis that exposure to thimerosal during childhood is a primary cause of autism,-0.32570654,-0.2890175,-0.32570654,3.666124451,3.898311568,3.829163737,Negative,0,0,oppose
58,"controversy seems to follow autism like the tail on a kite , says an editorial in the journal by bryan h king of the university of washington and seattle children is hospital",-0.33303276,-0.2987447,-0.33303276,2.956880494,2.754768212,2.405413369,Negative,0,0,neutral
59,a study published by the university determined that vaccinations may be one of the triggers for autism,-0.32707512,-0.29075778,-0.32707512,3.070902287,3.478101264,2.593054596,Neutral,0,0,support
60,"the study expressed that if there is any link between autism and mercury , it is crucial that the first reports of the question are not falsely stating that no link occurs",-0.33036566,-0.29506505,-0.33036566,3.941060877,3.81306634,3.727784223,Negative,0,0,neutral
61,"this study provides strong evidence against association of autism with persistent measles virus rna in the gastrointestinal tract or with measles , mumps and rubella ( mmr ) vaccine exposure",-0.33034262,-0.2950433,-0.33034262,2.464504853,2.405170456,2.719404609,Negative,0,0,oppose
62,withdrawal of mmr in countries where it is still being used cannot be expected to lead to a reduction in the incidence of autism,-0.3290519,-0.29332477,-0.3290519,3.160430065,3.165940009,3.485893821,Negative,0,0,oppose
63,"research has been conducted on all of these topics , and the studies continue to find mmr vaccines to be a safe and effective way to prevent serious disease",-0.33151796,-0.29661894,-0.33151796,3.688227711,3.682227337,3.706280656,Negative,0,0,oppose
64,the study does not support a causal association between early exposure to mercury from thimerosal containing vaccines and deficits in neuropsychological functioning at the age of 7 to 10 years,-0.33228475,-0.2976725,-0.33228475,3.637937795,3.6761541,3.64173764,Negative,0,0,oppose
65,the mmr vaccine does not cause autism,-0.3212935,-0.28363892,-0.3212935,2.344841359,2.48547439,2.71679992,Negative,0,0,oppose
66,the vaccine preservative thimerosal has alternatively been hypothesized to have a possible causal role in autism,-0.32456917,-0.28759825,-0.32456917,2.687404928,3.369417216,2.803926877,Negative,1,0,support
67,they determined that one of those triggers for autism might be the battery of vaccinations that young children receive,-0.32863113,-0.29277217,-0.32863113,3.381943063,3.715448305,3.138548283,Neutral,0,0,support
68,"because of the differing pharmacokinetics of ethyl and methyl mercury , exposure guidelines based on oral methyl mercury in adults may not be accurate for risk assessments in children who receive thimerosal containing vaccines",-0.33266643,-0.29821065,-0.33266643,3.805507754,3.636484488,3.43928634,Negative,0,0,neutral
69,no evidence was found to support a distinct syndrome of mmr induced autism or of autistic enterocolitis,-0.32105967,-0.2833518,-0.32105967,2.883425451,3.085574904,3.176872265,Negative,0,0,oppose
70,the government conceded that mmr vaccines led to emily is autism and other developmental problems,-0.3267537,-0.2903468,-0.3267537,1.982288513,2.529573934,1.895818282,Negative,0,0,support
71,"the source of this virus could be a variant of mv , or it could be the mmr vaccine",-0.32533482,-0.28854993,-0.32533482,2.492707406,3.074426886,2.705880038,Negative,0,0,support
72,"since the 1950s , there have been disputes over what autism actually is and more recently there is the controversy over the rise in the number of children diagnosed with what is now classified as a spectrum disorder , he writes",-0.33120352,-0.29619253,-0.33120352,2.820115101,2.666747809,2.561670096,Negative,0,0,neutral
73,their analysis showed a significant increase in the level of mmr antibodies in autistic children,-0.32549965,-0.2887563,-0.32549965,2.609185839,2.951560534,2.688855364,Negative,0,0,support
74,"they looked at b cells and their sensitivity levels to thimerosal , a commonly used additive in many vaccines",-0.32684276,-0.29045904,-0.32684276,3.228694377,3.28616751,2.667505085,Negative,0,0,neutral
75,the data provide evidence that no correlation exists between the prevalence of mmr vaccination and the rapid increase in the risk of autism over time,-0.32995868,-0.2945243,-0.32995868,2.495919494,2.631629688,2.958848127,Negative,0,0,oppose
76,"with regards to the mmr vaccine causing autism , there has been absolutely zero medical evidence that shows any correlation with the mmr vaccine and the increase in autism",-0.33060974,-0.29539442,-0.33060974,2.038296151,2.197157167,2.423124658,Negative,0,0,oppose
77,"in some areas of the uk , only 60 of children are receiving mmr",-0.32334092,-0.28607875,-0.32334092,2.378821926,2.075353705,2.073043118,Negative,0,0,neutral
78,"in the largest ever study of its kind , researchers again found that the measles mumps rubella ( mmr ) vaccine did not increase risk for autism spectrum disorder ( asd )",-0.3302285,-0.29488492,-0.3302285,2.907034583,2.818536577,2.71045831,Positive,0,0,neutral
79,"the reluctance of some parents to vaccinate the younger siblings of children with the disorder could make it appear that there is less autism among children given the jab not more , he says",-0.3329688,-0.29864696,-0.3329688,3.476517204,3.528134629,3.222331175,Negative,0,0,neutral
80,subsequent studies have failed to replicate dr wakefield 's results of linking mmr vaccine to autism and he is currently facing professional misconduct charges as a result of this study in front of the united kingdom 's general medical council,-0.3309407,-0.2963025,-0.3309407,3.060032025,3.305015248,3.495729727,Negative,0,0,oppose
81,these studies do not show any link between autism and mmr vaccine,-0.32315773,-0.2858588,-0.32315773,2.001337712,2.222753589,2.405860794,Negative,0,0,oppose
82,"although thimerosal has been removed from most children is vaccines , it is still present in flu vaccines given to pregnant women , the elderly and to children in developing countries",-0.3325519,-0.29804528,-0.3325519,2.764526599,2.48822231,2.318328242,Negative,0,0,neutral
83,for none of the autism outcomes was prenatal or early life receipt of thimerosal containing vaccines and immunoglobulins significantly greater among children with asd than among children without asd,-0.3327098,-0.2982715,-0.3327098,2.260683632,2.302716176,2.607641343,Negative,0,0,oppose
84,researchers found a positive and statistically significant relationship between autism and vaccinations,-0.3254959,-0.2887524,-0.3254959,0.895326824,1.562293266,1.331317854,Positive,0,0,support
85,a study conducted by the department of paediatrics at the university of arkansas determined that thimerosal induced cytotoxicity was associated with the depletion of intracellular glutathione ( gsh ) in multiple cell lines,-0.32866955,-0.29282695,-0.32866955,3.247989092,3.174742511,2.646998349,Negative,0,0,neutral
86,the iom 's committee on immunization safety review was convened in the fall of 2000 to provide an independent review of increasingly prominent vaccine safety concerns,-0.3323808,-0.29780516,-0.3323808,3.033626442,2.684797317,2.841453105,Negative,0,0,neutral
87,children could show light symptoms of measles or mumps,-0.32452512,-0.28753814,-0.32452512,2.417551161,2.309016104,2.184539553,Neutral,0,0,neutral
88,"the mmr vaccine is a constituent of weakened form of the measles , mumps and rubella viruses",-0.3241746,-0.28710893,-0.3241746,3.478525691,3.257886887,3.193553964,Negative,0,0,neutral
89,"since then , debate has raged over these claims of linking mmr vaccine to autism",-0.324562,-0.28758544,-0.324562,2.502151239,2.275094254,2.330670297,Negative,0,0,neutral
90,"another 752 children without autism , matched to the asd children by birth year , gender and managed care organization , were also studied",-0.33268273,-0.29823118,-0.33268273,3.521538779,3.302565102,3.182450595,Negative,0,0,neutral
91,timely vaccination was associated with better performance on numerous outcomes,-0.3255729,-0.28884748,-0.3255729,3.498427191,3.196228369,3.052523691,Positive,0,0,neutral
92,"the findings from the study of a cohort of around 95 , 000 children will not surprise most scientists , who have been reassuring parents of the jab is safety for 17 years , since the publication of now discredited research by the gastroenterologist andrew wakefield which originally linked mmr vaccine to autism",-0.3313684,-0.29681107,-0.3313684,2.447269407,2.666378626,2.779911141,Negative,0,0,oppose
93,seven studies have now examined the relationship between thimerosal and autism and have concluded that thimerosal containing vaccines do not cause autism either,-0.32872862,-0.29290038,-0.32872862,2.362916257,2.647718729,2.872060783,Negative,0,0,oppose
94,"in fact , this whole controversy of mmr vaccine causing autism was borne out of a fraudulent paper that has since resulted in the doctor allegedly being stripped of his license to practice for producing a fictional piece of work",-0.332975,-0.29877108,-0.332975,3.078169957,3.282684167,3.341271751,Negative,0,0,oppose
95,"a study determined that in light of the biological plausibility of mercury is role in neurodevelopment disorders , the present study provides further insight into one possible mechanism by which early mercury exposures could increase the risk of autism",-0.33273107,-0.29847372,-0.33273107,2.728253075,3.177994176,2.557738919,Positive,1,0,support
96,serious ethical problems such as financial ties to trial lawyers and a skewed sample group brought the validity of the wakefield study which linked mmr vaccine to autism into question,-0.3328038,-0.29840845,-0.3328038,2.633446627,2.842509986,3.150587923,Negative,0,0,oppose
97,"the potent inhibition of this pathway by ethanol , lead , mercury , aluminum and thimerosal suggests that it may be an important target of neurodevelopmental toxins",-0.3276929,-0.29155338,-0.3276929,4.045042265,3.838495673,3.55108754,Negative,0,0,neutral
98,"but just because things happen close together , it does t mean they reply connected",-0.32615823,-0.28958678,-0.32615823,3.008716515,2.490948152,2.242808265,Negative,0,0,neutral
99,"literature review found very few studies supporting an association between vaccines and autism , with the overwhelming majority showing no causal association between the measles , mumps and rubella ( mmr ) vaccine and autism",-0.3317756,-0.29697847,-0.3317756,2.688544298,2.711246732,2.95302391,Negative,0,0,oppose
100,mmr vaccine link to autism can become quite confusing a subject given that we have multiple medical studies contradicting each other,-0.3302372,-0.2948929,-0.3302372,3.479610805,3.390927113,3.306304684,Negative,0,0,neutral
101,"it sought to find out whether children who had older siblings with autism and therefore were at higher risk than most , were more likely to develop an autistic spectrum disorder themselves after having the mmr jab",-0.33174598,-0.2969324,-0.33174598,3.699267769,3.558575752,3.567432765,Negative,0,0,neutral
102,"researchers discovered that because many autistic children harbor elevated levels of measles antibodies , they should conduct a serological study of measles mumps rubella ( mmr ) and myelin basic protein ( mbp ) autoantibodies",-0.32799074,-0.29194984,-0.32799074,3.678323829,3.972347836,3.494173906,Negative,0,0,support
103,results provide further evidence against a causal association between mmr vaccination and autism,-0.32425338,-0.2872028,-0.32425338,2.777866469,2.866465169,3.178793474,Negative,0,0,oppose
104,"study of 535 , 544 one to seven year old children who were vaccinated between november 1982 and june 1986 in finland does not support an association between measles , mumps and rubella ( mmr ) vaccination and encephalitis , aseptic meningitis or autism",-0.3327142,-0.29837674,-0.3327142,3.256886859,3.336398402,3.487347381,Negative,0,0,oppose
105,these results add to the largescale epidemiologic studies that all failed to support an association between mmr and autism at population level,-0.32866907,-0.29282233,-0.32866907,2.50872292,2.656524401,3.003663479,Negative,0,0,oppose
106,"as a result there have been avoidable measles outbreaks , including one in the us last year , which began in disneyland in california in december and led to school closures and quarantine measures",-0.3329055,-0.2985566,-0.3329055,3.946119189,3.681759861,3.416202751,Negative,0,0,neutral
107,"based upon differential diagnoses , 8 of 9 patients examined were exposed to significant mercury from thimerosal containing vaccine preparations during their fetal infant developmental periods",-0.33181453,-0.29702842,-0.33181453,3.411571588,3.80119309,3.292518165,Negative,0,0,support
108,"firstly , these children seemed to have a novel bowel disease that was unique to children with autism and in 2002 wakefield , working with virologist prof john o'leary , claimed to have found the measles virus inside tissue samples from autistic children",-0.33292073,-0.2986962,-0.33292073,3.013054674,3.456978245,2.886707435,Negative,0,0,support
109,"even though thimerosal was absent from scheduled childhood vaccines after 2002 , cases of autism continued to climb quarter by quarter",-0.33156052,-0.29667807,-0.33156052,3.114018791,3.15953668,3.43513214,Negative,0,0,oppose
110,the difference in autism prevalence between children with or without an older sibling affected by autism is consistent with earlier studies,-0.32984892,-0.29437667,-0.32984892,4.39622183,4.39754303,4.310170358,Positive,1,0,neutral
111,"in a study of 904 patients with autism spectrum disorders ( asd ) , it was found that during the period of measles , mumps and rubella vaccine ( mmr ) usage , no significant difference was found in the incidence of regression between mmr vaccinated children and non vaccinated children",-0.33247238,-0.29815724,-0.33247238,3.345059492,3.470317849,3.4894549,Negative,0,0,oppose
112,researchers discovered that substantial data demonstrates immune abnormality in many autistic children consistent with impaired resistance to infection caused due to vaccine,-0.3320051,-0.29728937,-0.3320051,3.782864422,4.11713715,3.60406201,Negative,0,0,support
113,"over the past decade , questions have been raised regarding a relationship between autism and mmr vaccines",-0.32666558,-0.29023415,-0.32666558,1.710619722,1.577821489,1.880822387,Negative,0,0,neutral
114,a study has shown that giving the hepatitis b vaccine to newborn baby boys could triple the risk of developing an autism spectrum disorder compared to boys who were not vaccinated as neonates,-0.3322817,-0.29767293,-0.3322817,2.841961736,3.311602379,2.824939154,Negative,0,0,support
115,"it does n't make sense that a vaccine would cause a condition that the disease itself does n't cause , since a vaccine is essentially a symptomless infection",-0.33047357,-0.2952111,-0.33047357,2.385260508,2.806521255,2.871517202,Negative,0,0,oppose
116,"there 's clear evidence that the mmr ( measles , mumps , rubella ) vaccine does not cause autism",-0.32561228,-0.28890198,-0.32561228,3.195513995,3.25397421,3.372661802,Negative,0,0,oppose
117,there was a steady increase in autism cases by year of birth with no sudden step up or change in the trend line after the introduction of mmr vaccination,-0.3313659,-0.29641363,-0.3313659,2.566774269,2.542220012,2.8732775,Negative,0,0,oppose
118,"scientists looked for correlation between increases in the rate of autism diagnoses and increases in the rate of measles , mumps and rubella ( mmr ) vaccination in children born between 1980 and 1994",-0.33270732,-0.29827327,-0.33270732,3.259584208,3.138710454,3.047085948,Negative,0,0,neutral
119,most experts now think autism may be at least partly genetic and point out that there 's no plausible way for a vaccine to trigger it,-0.3299594,-0.29452354,-0.3299594,2.956695659,3.265289383,3.401450847,Neutral,0,0,oppose
120,"among the proportion and incidence of regression across the three mmr program related periods ( before , during and after mmr usage ) , no significant difference was found between those who had received mmr and those who had not",-0.33238193,-0.29781145,-0.33238193,2.930904207,3.167786851,3.282594969,Negative,0,0,oppose
121,the study provides evidence against the association of autism with either mmr or a single measles vaccine,-0.32749712,-0.2913015,-0.32749712,2.896211998,2.977829309,3.231737343,Neutral,1,0,oppose
122,"following up the children in the study , funded by us government institutions , the team found that 994 had been diagnosed with autism , with a higher proportion ( 6 9 ) in the high risk group with older siblings with asd than among the majority ( 0 9 )",-0.3301425,-0.29532734,-0.3301425,3.136931307,2.962712747,2.747678826,Negative,0,0,neutral
123,"for parents who are concerned that children receive too many vaccines too soon , these data may provide reassurance that timely vaccination during infancy has no adverse effect on long term neuropsychological outcomes",-0.33288944,-0.29853803,-0.33288944,3.093737829,3.279048877,3.32216878,Negative,0,0,oppose
124,the fact that asd patients b cells exhibit hypersensitivity to thimerosal tells us something,-0.32803506,-0.29199696,-0.32803506,3.160441115,3.775628843,2.98308817,Negative,0,0,support
125,the results do not support a causal relationship between childhood vaccination with thimerosal containing vaccines and development of autistic spectrum disorders,-0.32780522,-0.29169807,-0.32780522,3.566951319,3.662823014,3.662116656,Negative,0,0,oppose
126,"a study published by the us national library of medicine conducted by the university of texas health science center suspected that persistent low dose exposures to various environmental toxicants including mercury , that occur during critical windows of neural development among genetically susceptible children , may increase the risk for developmental disorders such as autism",-0.30869648,-0.27399024,-0.30869648,2.909673329,2.638163729,2.223592792,Negative,0,0,neutral
127,the reason for all the concern over mmr is the suggestion that the vaccine might in fact be damaging some of the children it was supposed to protect by causing autism,-0.3301674,-0.29480007,-0.3301674,2.998429451,3.044765336,2.895398938,Negative,0,0,neutral
128,researchers traced subjects who developed gastrointestinal symptoms or signs lasting 24 hours or more at any time after mmr vaccination ( apart from within the first hour ),-0.33278134,-0.29837564,-0.33278134,3.351697596,2.987293094,2.951746206,Positive,0,0,neutral
129,they used serum samples of 125 autistic children and 92 controlled children,-0.3241256,-0.28704214,-0.3241256,4.127164221,3.98396264,3.789167507,Negative,0,0,neutral
130,studies have now shown that the severity or course of autism does not differ between vaccinated and unvaccinated children,-0.32434618,-0.28731644,-0.32434618,2.932063622,3.054020459,3.119927157,Negative,0,0,oppose
131,"study compared 96 children with a pervasive developmental disorder ( pdd ) born between 1992 and 1995 and who had received the measles , mumps and rubella ( mmr ) vaccine , to pdd patients who did not receive mmr",-0.3324573,-0.29792872,-0.3324573,4.23853557,4.185796746,4.11118109,Negative,0,0,neutral
132,each new prevalence estimate amplifies the urgency to better understand causation,-0.3247969,-0.28787762,-0.3247969,3.26956493,2.738116302,2.608992117,Negative,0,0,neutral
133,"they found no association between the mmr vaccine jab and autism , even among the high risk children , and regardless of whether they had just the first shot , under the age of two , or the booster as well at around the age of five",-0.33176014,-0.29730403,-0.33176014,4.237216415,4.246250506,4.310395218,Negative,0,0,oppose
134,"it is known that vaccine manufacturers suppress harmful data regarding their product , as mentioned and illustrated earlier in the article",-0.32974476,-0.29423833,-0.32974476,2.911539156,3.416698175,2.8000903,Negative,0,0,support
