Unnamed:0,sentence,ent_nut,ent_pos,ent_neg,sta_nut,sta_sup,sta_opp,senti,med_aff,med_treat,label
18,"in the past few decades , multiple randomized controlled trials have examined whether the vitamin has any actual effect on the common cold",-0.235649,-0.046427526,-0.235649,2.024281757,1.238459047,1.759453788,Negative,1,0,neutral
19,where vitamin see might be the most useful is after exposure to unusual stress or cold exposure,-0.23564224,-0.04643151,-0.23564224,3.153137228,3.190845053,3.049196081,Negative,0,0,support
20,"it recommended that if symptoms of a cold do start , you should take 500 or 1 , 000 mg every hour for several hours",-0.23565368,-0.0464248,-0.23565368,3.572538072,3.497240177,3.413730846,Neutral,0,0,support
21,"the authors say that the clinical significance of this minor reduction is questionable , although the consistency of these findings points to a genuine biological effect",-0.23564097,-0.046432264,-0.23564097,2.722292904,2.537183908,3.370643923,Neutral,0,0,oppose
22,"as we 've shown , the research on vitamin see as a sickness fixer is mixed , though many professionals maintain that it 's not an effective treatment for the sniffles",-0.23564517,-0.04642979,-0.23564517,3.118462018,2.573092003,2.653915604,Negative,0,1,neutral
23,"even if it does shorten the duration of colds or lessen the symptoms , the benefits aren t dramatic",-0.23563488,-0.04643587,-0.23563488,3.061501772,3.155329114,3.374312126,Negative,1,0,oppose
24,"the book 's main claim was that taking 1 gram ( 1 , 000 mg ) of vitamin see daily would reduce the incidence of colds by 45 for most people , but that some persons might need much larger amounts",-0.23567319,-0.046413176,-0.23567319,3.9044603,3.926329032,3.763091396,Negative,0,0,support
25,"however , some physicians recommend taking several grams a day in divided doses at the first sign of a scratchy throat or stuffy nose",-0.2356496,-0.046427205,-0.2356496,2.626641722,3.031017074,2.6316212,Neutral,0,0,support
26,"while the results of this study should be interpreted with caution considering that the data was based upon self reported cases of the cold , it nonetheless demonstrates the protective effect of vitamin see upon the frequency of catching the common cold",-0.23566565,-0.04641766,-0.23566565,2.39266251,2.744968941,2.598847939,Negative,0,1,support
27,"a lot has changed in the past 70 years , and as the popularity of vitamin see continues to escalate , there seems to be more and more confusion regarding how much of it we should be taking",-0.23564368,-0.04643067,-0.23564368,3.174191903,2.441191984,2.68620036,Negative,0,0,neutral
28,experimental studies of the possible value of vitamin see in the prevention of infections have been conducted by medical investigators ever since preparations of the pure crystalline vitamin became commercially available during the 1930s,-0.23565492,-0.046424024,-0.23565492,3.195934865,2.539483066,2.745835279,Negative,0,0,neutral
29,"a series of investigations regarding whether or not vitamin see has a significant impact upon fighting off the common cold began in 1970 with the book , vitamin see and the common cold , by linus pauling",-0.23565394,-0.04642462,-0.23565394,2.891594668,2.62919767,2.620682089,Negative,0,0,neutral
30,subjects who received vitamin see pills took approximately 30 fewer disability days off from work compared to those who did not take the pills,-0.23565201,-0.046425767,-0.23565201,3.20386427,3.270415408,3.055141385,Negative,0,0,support
31,the vitamin appears to inhibit bacterial growth,-0.23563881,-0.04643354,-0.23563881,4.70881596,4.277759107,4.397285267,Negative,0,0,neutral
32,"as you can see , the potential downsides to taking vitamin see supplements are greater than the benefits of doing so",-0.2356411,-0.046432205,-0.2356411,2.889684718,2.482211233,2.684209037,Positive,0,0,neutral
33,"thus , in this test , vitamin see neither prevented colds nor shortened their duration",-0.23564044,-0.046432577,-0.23564044,2.498433903,2.484882595,2.927631991,Negative,0,0,oppose
34,"research has found no evidence that vitamin see prevents colds , says dr has muk h joshi , vice chair of the royal college of gps",-0.23565172,-0.04642594,-0.23565172,3.526928046,3.449288423,3.956508658,Negative,0,0,oppose
35,vitamin see is also proving to be friendly to the heart and arteries,-0.23564258,-0.046431325,-0.23564258,3.320233795,2.83777841,3.136176685,Positive,0,0,neutral
36,"to summarize , while large doses of vitamin see are probably not effective for reducing incidence of cold , deficiencies can make you more susceptible",-0.23564667,-0.04642892,-0.23564667,3.473080816,3.383334955,3.59027597,Negative,0,0,oppose
37,"american academy of nurse practitioners suggests it could be effective at reducing the duration of a cold , but not its severity",-0.23564169,-0.046431847,-0.23564169,2.279559677,2.471557254,2.472692364,Negative,0,0,support
38,pauling promoted the idea that large megadoses of vitamin see could reduce both the duration and severity of the common cold,-0.23564647,-0.046429038,-0.23564647,3.038623889,3.059024389,2.943414537,Negative,0,0,support
39,"however , in five studies of people under extreme physical stress , like marathon runners and skiers , taking vitamin see appeared to reduce the occurrence of the common cold",-0.23565903,-0.046421595,-0.23565903,3.445600172,3.635358468,3.383875274,Neutral,0,0,support
40,"those taking the vitamin experienced , on average , a 50 reduction in common cold incidence",-0.23564607,-0.04642926,-0.23564607,2.905804026,3.181230487,2.922237766,Negative,0,0,support
41,"also , the vast majority of reputable medical and nutritional scientists strongly disagree with him",-0.23564179,-0.046431795,-0.23564179,3.884802528,3.668715697,4.13243865,Negative,0,0,oppose
42,more research is needed to evaluate the benefits or harms of taking mega doses of vitamin see as a treatment once a cold has started,-0.23564444,-0.046430208,-0.23564444,3.61877861,3.469311722,3.574989046,Negative,0,0,neutral
43,"they found that the incidence of the common cold for the low dose group ( 9 too ) was higher than that for the high dose group ( 3 too ) , suggesting that a higher daily dose of vitamin see influences a lower incidence of the common cold ( as we would expect by now )",-0.2356674,-0.04641656,-0.2356674,3.206242357,3.217107052,2.984867423,Negative,0,0,support
44,"in one study , subjects in a high stress subgroup who took vitamin see supplements experienced a 50 percent reduction in incidence of the common cold",-0.23565751,-0.04642252,-0.23565751,3.347342791,3.387738475,3.225805522,Negative,0,0,support
45,"although not consistent , the evidence as a whole , suggests linus pauling was wrong and if there is a benefit to taking vitamin see for cold prevention , it is small",-0.23565173,-0.04642594,-0.23565173,2.782110773,2.783692418,3.075201547,Negative,0,0,oppose
46,a study by scientists from the university of helsinki suggests that vitamin see is most effective for active people who exercise regularly by helping reduce sniffles and the amount of time a cold lasts,-0.2356549,-0.046424016,-0.2356549,4.034151439,3.967314501,3.904774873,Negative,0,1,support
47,"and if they did get a cold , it was of shorter duration and less severe than those in the placebo group",-0.23564263,-0.04643131,-0.23564263,4.026535416,3.960144014,3.936551127,Negative,0,0,support
48,"by the mid 1970s , an estimated 50 million americans were using vitamin see to treat colds , and drugstore sales of vitamin see products had quadrupled",-0.23564813,-0.046428047,-0.23564813,2.375398214,2.038935049,2.224214881,Negative,0,0,neutral
49,"traditional remedies like echinacea , ginseng , vapor rubs and cough medicine were found to have no clear benefits while antibiotics were likely to cause more harm than good , the researchers concluded",-0.23565134,-0.046426125,-0.23565134,3.316391931,2.656543355,3.057127694,Negative,0,0,neutral
50,"there are over 200 viruses that are associated with the common cold and it affects people worldwide , not just those living in wintry places",-0.2356511,-0.046426304,-0.2356511,4.147643376,3.667396181,3.876017472,Negative,1,0,neutral
51,"vitamin see may provide benefit for people at high risk of colds due to frequent exposure for example , children who attend group child care during the winter",-0.23565659,-0.04642304,-0.23565659,3.77125649,3.839287404,3.65347822,Negative,0,1,support
52,"if you take at least 0 too grams of vitamin see every day , you 're not likely to have fewer colds , but they may end a day or two quicker",-0.23565102,-0.046426333,-0.23565102,3.025317405,3.281726332,2.990021722,Negative,0,0,support
53,"anderson 's second trial in 1974 revealed 250 mg of vitamin per day reduced severity of cold as much as did 1 , 000 mg or for , 000 mg",-0.23566732,-0.046416737,-0.23566732,3.177326712,2.938555122,3.060034072,Negative,0,0,neutral
54,should we take vitamin see to help once a cold has started ?,-0.23563834,-0.04643382,-0.23563834,2.842279036,2.938872623,2.848099322,Negative,0,0,neutral
55,"this collagen acts as the stabilizing tissue in the bone , muscle and skin",-0.23564231,-0.046431474,-0.23564231,4.825015421,4.397905168,4.381016626,Negative,0,0,neutral
56,vitamin see has long been touted for its supposed ability to treat the common cold,-0.23564227,-0.046431534,-0.23564227,2.576311182,2.307580449,2.32200471,Negative,0,1,neutral
57,"basically , if you take vitamin see , you will get just as many colds as you did before but they may be slightly less severe and last for a slightly shorter time period",-0.23564842,-0.04642787,-0.23564842,3.770518519,3.667215268,3.525186772,Negative,0,0,support
58,an examination of the scientific evidence based on humans will help us assess the value of using vitamin see for preventing and treating the common cold,-0.23565196,-0.046425782,-0.23565196,2.527318924,2.060728475,2.247319035,Positive,0,0,neutral
59,"but many of pauling 's more dramatic claims were not borne out in research done since then , and by the time he died in 1994 , some in the medical establishment had labeled him a quack",-0.23564416,-0.046430364,-0.23564416,4.403707853,3.739864488,3.837581822,Negative,0,0,neutral
60,"in fact , at least 15 other studies can corroborate the results published by university of toronto researchers , debunking the vitamin see myth by uncovering evidence against it",-0.23564453,-0.046430178,-0.23564453,2.674762427,2.525235269,3.038549616,Negative,0,0,oppose
61,the recipients were nonsmoking men testing negative for antibodies to the rv 16 type cold virus,-0.235649,-0.046427548,-0.235649,2.887026652,2.174822492,2.493087993,Negative,0,0,neutral
62,"in most cases , vitamin see supplements wo n't help prevent colds",-0.2356402,-0.04643272,-0.2356402,1.831123466,1.937450523,2.170338499,Negative,0,0,oppose
63,"a meta analysis that examined 29 trials in a total of 11 , 306 participants revealed that supplementing with 200 mg or more of vitamin see did not reduce frequency of colds",-0.2356575,-0.046422534,-0.2356575,2.576411052,2.238852353,2.779520368,Negative,0,0,oppose
64,"dr thomas chambers concluded in 1975 i , who have colds as often and as severe as those of any man , do not consider the very minor potential benefit that might result from taking vitamin see three times a day for life worth either the effort or the risk , no matter how slight the latter might be",-0.23567143,-0.046414062,-0.23567143,3.078173014,2.98720039,3.455238309,Negative,0,0,oppose
65,"if you take at least 0 too grams of vitamin see every day , you 're not likely to have fewer colds , but they may end a day or two quicker",-0.23565102,-0.046426333,-0.23565102,3.025317405,3.281726332,2.990021722,Negative,0,0,support
66,the researchers conclude that the lack of effect of prophylactic vitamin see supplementation on the incidence of common cold in normal populations throws doubt on the utility of this wide practice,-0.23565492,-0.04642403,-0.23565492,3.889624387,3.734338879,4.03242809,Negative,0,0,oppose
67,"today , the institute of medicine recommends that adult males get 90 milligrams of vitamin see daily in their diet , women get 75 mg daily and children consume between 15 and 75 mg daily , depending on their age and sex",-0.23568648,-0.046405256,-0.23568648,4.039116741,3.496561098,3.638968701,Negative,0,1,neutral
68,"while research abounds , most experts say there is still little proof that increasing vitamin see intake will help cut down on sick days",-0.2356495,-0.04642725,-0.2356495,2.225670475,2.191839544,2.840503962,Negative,0,0,oppose
69,nor does taking large doses slow or stop cancer,-0.23564154,-0.04643195,-0.23564154,3.983623679,3.66206422,3.641175273,Neutral,0,0,neutral
70,"in general , vitamin see wo n't harm you if you get it by eating food like fruits and veggies",-0.23564401,-0.046430476,-0.23564401,3.713493674,3.313621283,3.464794206,Negative,0,0,neutral
71,"without enough of this antioxidant protection , mostly taken in the form of fruits and vegetables , you will find yourself at a higher health risk for a larger number of diseases and health conditions",-0.23565847,-0.046421953,-0.23565847,3.943479213,3.450243681,3.433256078,Negative,0,0,neutral
72,scientists have taken an interest in vitamin see since the early 1930s,-0.23563826,-0.04643386,-0.23563826,3.787296997,3.447712538,3.506387684,Neutral,0,0,neutral
73,you need a healthy immune system to fight off cold viruses,-0.2356402,-0.046432726,-0.2356402,4.249291204,3.834573108,3.898641132,Negative,0,0,neutral
74,"a 1999 study published in the journal of manipulative and physiological therapeutics assessed the impact of vitamin see megadoses upon the incidence , duration and severity of the common cold amongst 252 students at a technical training facility in santiago , chile",-0.23566794,-0.046416275,-0.23566794,3.598843226,3.131911633,3.366434407,Negative,0,0,neutral
75,"vitamin see supplementation has also been shown to enhance several physiological aspects of the immune response , but these studies do not prove that vitamin see reduces your susceptibility to the cold",-0.23565227,-0.04642562,-0.23565227,2.641214291,2.454712063,2.879295101,Negative,0,0,oppose
76,"there are other measures more likely to have a noticeable effect on colds , such as regular hand washing and getting enough dietary zinc , according to a 2014 study in the canadian medical association journal",-0.23565446,-0.046424307,-0.23565446,2.253010646,2.116388551,2.703741466,Negative,0,0,oppose
77,"while incidence of cold was not reduced with supplements , the duration of cold does seem to be significantly shortened with additional vitamin see , a feature most of us would take in a heartbeat when feeling under the weather",-0.23565029,-0.04642675,-0.23565029,3.154548192,3.205247598,3.061855374,Negative,0,0,support
78,academics who looked back at 67 studies examining the effectiveness of cold prevention and remedies discovered that few live up to the hype,-0.23564573,-0.046429478,-0.23564573,2.467573636,2.278958685,2.898277768,Negative,0,0,oppose
79,"of course , there are other potential benefits of vitamin see supplementation and there is a lot of epidemiological evidence suggesting that adequate vitamin see from foods is linked to reduced risk of cardiovascular disease and cancer",-0.23566046,-0.046420775,-0.23566046,3.329715238,2.91092364,3.023746797,Negative,0,0,neutral
80,"vitamin see gained its reputation as an almost miraculous substance after two time nobel prize winner linus pauling first touted the benefits of the micronutrient in a series of books , with titles such as vitamin see and the common cold , ( with h",-0.23566659,-0.046417043,-0.23566659,2.22348125,2.442714098,2.199383174,Negative,0,0,support
81,"however , taking vitamin see before the onset of cold symptoms may shorten the duration of symptoms",-0.23564208,-0.04643161,-0.23564208,3.066642384,3.26083454,2.956989262,Neutral,0,0,support
82,"leading medical advisory groups including the food and drug administration , the american medical association , and the american dietetic association do not recommend supplemental vitamin see to prevent or treat colds",-0.23565093,-0.04642637,-0.23565093,2.748411896,2.448698479,3.021872285,Negative,0,1,oppose
83,"they found six studies in which the vitamin or a placebo was given to marathon runners , skiers and soldiers exposed to significant cold and or physical stress",-0.23565271,-0.046425343,-0.23565271,3.279859189,3.235064445,3.28746905,Negative,0,0,neutral
84,two studies of this type found that everyone got colds whether they took vitamin see or not,-0.2356441,-0.04643044,-0.2356441,3.283943744,3.267836761,3.413782781,Positive,0,0,oppose
85,a daily dose of vitamin see did slightly reduce the length and severity of colds in the ordinary population,-0.23564695,-0.04642877,-0.23564695,3.488706886,3.530681165,3.439331238,Negative,0,0,support
86,"in addition , many studies show that eating foods rich in see can reduce the risk of developing cancer , particularly cancers that strike the mouth and digestive tract , according to jane higdon , a nutrition scientist at the linus pauling institute at oregon state university",-0.23567909,-0.0464096,-0.23567909,3.639417271,3.065974681,3.232477058,Negative,0,0,neutral
87,this concept was made popular in 1970 when nobel prize winner linus pauling recommended taking much more of the vitamin in his book vitamin see and the common cold,-0.23565136,-0.046426125,-0.23565136,2.191573549,1.965515215,1.927231393,Positive,0,0,neutral
88,"when sickness sets in , many of us immediately turn to vitamin see products such as supplement pills , juices , and cough drops",-0.23564571,-0.046429478,-0.23564571,4.161374491,3.689841932,3.72528434,Negative,0,0,neutral
89,"alas , neither claim has quite held up under scrutiny",-0.23563737,-0.04643438,-0.23563737,2.941435879,2.849210914,3.478265857,Negative,0,0,oppose
90,"dr tru swell concluded it is now fairly clear that for preventing colds , vitamin see has no worthwhile effect , but he believed that there is thus a little more evidence for a small therapeutic effect of ascorbic acid ( vitamin see )",-0.23566592,-0.046417467,-0.23566592,2.365839646,2.328312664,2.957072941,Negative,0,0,oppose
91,"back in the 1970s , a small study supported dr pauling is belief that vitamin see wards off colds",-0.23564604,-0.0464293,-0.23564604,1.907674453,2.198862154,2.377656966,Negative,0,0,support
92,"the number of colds per person , the duration of colds and their severity were the same in both vitamin and placebo groups",-0.23564681,-0.04642885,-0.23564681,3.440184091,3.513917867,3.485940374,Negative,0,0,oppose
93,"in 1979 , dr cou leh an published his analysis of vitamin see versus the common cold and concluded that extra vitamin see is not worth taking",-0.23565036,-0.04642673,-0.23565036,1.819055398,1.758045218,2.475480552,Negative,0,0,oppose
94,"however , isaac does n't recommend taking high doses of vitamin see every day only while the cold is active",-0.23564932,-0.04642736,-0.23564932,2.217754906,2.287393122,2.076325704,Neutral,0,0,neutral
95,"after volunteers ate two or three vitamin see rich kiwis a day for 28 days , platelets in their blood were less likely to clump together and form small blood clots that can jam arteries and lead to heart attack or stroke",-0.2356918,-0.046402104,-0.2356918,4.099168746,3.487716639,3.705379442,Negative,0,0,neutral
96,"for example , some studies show supplementing with vitamin see before and after extreme physical exertion , like running a marathon , does lower the risk of developing a cold by up to half",-0.2356543,-0.046424396,-0.2356543,3.030832212,3.269818245,3.148403844,Negative,0,0,support
97,"last year a study in seoul , south korea , reported higher birth weights among babies born to mothers with high vitamin see levels",-0.23565987,-0.046421118,-0.23565987,3.002577476,2.424639686,2.531725237,Positive,0,0,neutral
98,"since then , study after study has looked at whether or not vitamin see prevents colds with inconsistent results",-0.23564054,-0.046432517,-0.23564054,2.871762216,2.764891726,3.090875705,Negative,0,0,neutral
99,"the review found that people who do regular and intense physical exercise in cold weather ( soldiers , skiers , marathon runners ) and take vitamin see regularly did have a 48 decrease in the frequency of colds",-0.23566541,-0.046417825,-0.23566541,3.368819213,3.523416024,3.48199421,Neutral,0,0,support
100,vitamin see does not prevent you catching a cold,-0.23563996,-0.04643289,-0.23563996,2.838780864,2.936490339,2.902130961,Negative,0,0,oppose
101,a 2006 study published in the european journal of clinical nutrition split up patients with atrophic gastritis into a low dose vitamin see group ( receiving 50 mg day ) and a high dose vitamin see group ( receiving 500 mg day ) and followed their self reported incidences of the common cold over a 5 year period,-0.23571672,-0.046387084,-0.23571672,2.97660958,2.659850768,2.741235904,Negative,0,0,neutral
102,this may result in reducing the number of infections as well as their severity,-0.2356411,-0.04643219,-0.2356411,4.416654488,4.223163981,4.255655513,Negative,0,0,support
103,"all of the volunteers whether they received vitamin see or not , got colds , which were of equal severity",-0.23564096,-0.046432294,-0.23564096,3.452631324,3.410203228,3.391975748,Negative,0,0,oppose
104,"recent findings suggest it may also protect against helicobacter pylori , bacteria linked to both stomach cancer and ulcers",-0.23565203,-0.046425782,-0.23565203,4.131670108,3.696105504,3.75073425,Negative,0,0,neutral
105,they found a 29 decrease in severity of common cold symptoms for groups that increased their intake from 1000 mg to 2000 4000 mg throughout the duration of their cold,-0.23566177,-0.046420015,-0.23566177,3.189452378,3.320399766,3.255647557,Negative,0,0,support
106,"the researchers discovered that it halved the risk of catching a cold among people under short term physical stress , such as exercise",-0.2356475,-0.046428405,-0.2356475,3.336930379,3.564359659,3.427384906,Negative,0,0,support
107,"here , too , the antioxidant effect may be at work , preventing damage to artery walls that can promote cholesterol buildup",-0.23564991,-0.046427026,-0.23564991,4.278762466,3.734206856,3.799913325,Negative,0,0,neutral
108,a 2003 study at the san francisco veterans affairs medical center reported that people with high blood levels of vitamin see are less likely to test positive for infection by h pylori,-0.23567119,-0.04641439,-0.23567119,4.053109302,3.582204295,3.707904957,Negative,0,0,neutral
109,gorton and jarvis conducted a controlled study of 715 subjects to investigate the effect of mega dose vitamin see in preventing and relieving cold and flu symptoms,-0.23565072,-0.046426512,-0.23565072,2.810198931,2.360473466,2.425062824,Negative,0,0,neutral
110,vitamin see is believed to have protective effects on body cells when there is an infection,-0.2356484,-0.046427928,-0.2356484,2.882850789,2.897933665,2.763517643,Negative,1,0,support
111,"however , vitamin see supplementation does drastically reduce the incidence of cold under high stress conditions such as intense exercise or subarctic temperatures",-0.23565479,-0.046424165,-0.23565479,3.70010132,3.793288546,3.566075019,Neutral,0,0,support
112,"most of the studies that the researchers reviewed were double blinded , meaning that neither the participants nor the doctors who ran the study were told which participants were getting a sugar pill and which were taking the vitamin supplement",-0.2356555,-0.04642369,-0.2356555,2.316126303,1.775082206,2.20192934,Negative,0,0,neutral
113,if the average cold lasts 8 to 10 days then you will feel like your cold has stopped about one day sooner when you take vitamin see regularly,-0.23565283,-0.04642526,-0.23565283,3.172887136,3.39194432,3.141328976,Negative,0,0,support
114,another role vitamin see plays is with promoting a strong immune system and helping to build collagen,-0.23564206,-0.04643163,-0.23564206,4.197255885,3.654467194,3.76248756,Positive,0,0,neutral
115,"eating kiwis also lowered triglycerides , or fats in the blood , by 15 percent , an effect that scientists credit to kiwis vitamin see , e and polyphenol content",-0.23565558,-0.046423666,-0.23565558,3.727229877,3.00879811,3.145176633,Negative,0,0,neutral
116,"a 2013 review of dozens of studies found that vitamin see reduces the duration of colds by 8 percent in adults , and 14 percent in children",-0.2356564,-0.04642319,-0.2356564,3.093098294,3.195453767,3.230581053,Negative,0,0,support
117,taking vitamin see has long been a conventional approach to preventing and fighting a cold,-0.23564357,-0.04643075,-0.23564357,2.526231212,2.75117716,2.600547762,Negative,0,0,support
118,the studies evaluating prevention showed that adults taking vitamin see daily did not decrease the number of colds relative to those taking a placebo,-0.23565069,-0.046426564,-0.23565069,3.278871599,3.166868239,3.36510239,Negative,0,0,oppose
119,vitamin see acts as an antihistamine and anti inflammatory to help dry up a runny nose,-0.23564343,-0.04643085,-0.23564343,2.783644315,3.093532107,2.764298105,Negative,0,0,support
120,"recent studies have revealed that vitamin see did n't keep colds at bay for most people , but was found to reduce the duration of a cold when taken at the onset of symptoms",-0.23565266,-0.046425395,-0.23565266,2.395260062,2.600628154,2.498454128,Negative,0,1,support
121,in some cases vitamin see made cold symptoms improve,-0.23564065,-0.04643248,-0.23564065,2.255908154,2.447827341,2.429150902,Negative,0,0,support
122,but the authors did find evidence that the vitamin could help prevent colds in people exposed to extreme physical exertion or cold weather,-0.23565051,-0.046426646,-0.23565051,2.767810831,2.948938397,2.957653549,Negative,0,0,support
123,"contrary to popular belief , mega doses of vitamin see are not the best way to get over a cold",-0.23564357,-0.04643076,-0.23564357,2.252795092,2.077645842,2.494789199,Negative,0,0,oppose
124,"although promising , we are not yet certain if taking larger doses of vitamin see makes any real difference once a cold has started",-0.23564689,-0.0464288,-0.23564689,3.779963645,3.541346586,3.578837965,Negative,0,0,neutral
125,"taken together , the anderson studies suggest that extra vitamin see nay slightly reduce the severity of colds , but that it is not necessary to take the high dosages suggested by pauling to achieve this result",-0.23565125,-0.04642617,-0.23565125,3.106696605,2.929400641,3.321389629,Negative,0,0,oppose
126,"in these prevention studies , those people who were given vitamin see and then caught a cold experienced a small reduction in the duration of the cold compared with those taking a placebo",-0.23565307,-0.04642514,-0.23565307,3.066499638,3.162036404,3.152660437,Negative,0,0,support
127,this year a report in the european journal of clinical nutrition suggests that vitamin see in breast milk may reduce the risk of allergic dermatitis in predisposed infants,-0.23565312,-0.046425126,-0.23565312,4.149518906,3.640066331,3.842139026,Negative,0,0,neutral
128,and another study suggests upping vitamin see intake could reduce the severity and duration of a cold and hopefully erase the need for that economy size tissue box,-0.23565477,-0.046424113,-0.23565477,4.010790287,3.999876269,3.931090076,Negative,0,0,support
129,"there were two studies where the participants took ' mega ' doses of vitamin see at the start of the cold ( i e , taking very large doses of vitamin see )",-0.23565368,-0.04642477,-0.23565368,3.278075656,3.122796092,3.122498395,Negative,0,0,neutral
130,"in the years since the publication of pauling 's popular book , researchers have found inconclusive evidence supporting his claim that vitamin see has a significant effect on preventing and fighting colds",-0.23565112,-0.04642626,-0.23565112,3.475080391,3.226370481,3.483705013,Negative,0,1,oppose
131,"in the years since pauling and klenner , research has confirmed that vitamin see is the safest , cheapest and most effective way to fight the common cold",-0.23564911,-0.046427466,-0.23564911,2.605324623,2.784816555,2.636866685,Positive,0,0,support
132,"you can get vitamin see when you eat fruits and veggies , especially oranges and other citrus fruits",-0.2356442,-0.04643035,-0.2356442,3.789350909,3.433454386,3.394464137,Negative,0,0,neutral
133,"the common cold affects people worldwide , not just those who live in cold climates",-0.23564456,-0.04643015,-0.23564456,3.113992224,2.755758869,2.95991592,Negative,1,0,neutral
134,"considering that the average cold lasts about a week , that reduction translates to about one less day of symptoms",-0.23564517,-0.04642979,-0.23564517,2.448746519,2.95402565,2.6313127,Negative,0,0,support
135,"when they looked at all seven studies together , they found no benefit from taking the vitamin",-0.2356437,-0.046430655,-0.2356437,2.189294162,1.892878629,2.584616741,Negative,0,0,oppose
136,regular high doses had a modest effect on the duration of cold symptoms,-0.23564199,-0.04643169,-0.23564199,2.270959338,2.691156312,2.534371716,Neutral,0,0,support
137,"much research has been done exploring the effectiveness of vitamin see in reducing incidence , duration , and severity of the common cold and other respiratory infections",-0.23565328,-0.046425037,-0.23565328,3.065265129,2.888585268,2.925989313,Negative,0,0,neutral
138,the most recent cochrane review into vitamin see and colds found a consistent treatment benefit with a reduction in the duration of a cold as well as in the severity of the symptoms,-0.23564842,-0.04642787,-0.23564842,2.491475698,2.730741701,2.841860166,Negative,0,0,support
